candidate_id,park_id,park_name,amap_poi_id,poi_name,standard_categories,amap_keywords,amap_type,amap_typecode,address,business_area,longitude,latitude,min_distance_m,distance_band,rating,cost_yuan,opentime_today,opentime_week,tel,source_query_ids,pdf_seed_match_status,pdf_seed_poi_record_ids,pdf_seed_poi_names,in_park_status,validation_status,confidence,notes
AMAP-POI-0052,sample_olympic_forest,奥林匹克森林公园,B0FFJ22E44,FineYoga梵音瑜伽(北苑路北店),yoga_pilates,瑜伽,体育休闲服务;运动场馆;健身中心,080111,红军营南路天朗园C座2层02号,,116.414662,40.032354,2451,1501-3000m,3.5,117.00,,,,os_yoga,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0053,sample_olympic_forest,奥林匹克森林公园,B0FFJC9JQ3,李宁(北投新奥购物中心店),sports_supply,运动装备,购物服务;体育用品店;李宁专卖店,060901,湖景东路9号新奥购物中心北区南负二层,北辰,116.395310,40.000609,2024,1501-3000m,4.0,,10:00-22:00,周一至周日 10:00-22:00,010-56329844,os_sports_supply,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0054,sample_olympic_forest,奥林匹克森林公园,B0FFJN7K27,瑞幸咖啡(新奥天虹店),coffee;cold_drink,咖啡;冷饮,餐饮服务;咖啡厅;咖啡厅,050500,湖景东路9号新奥天虹商场B1层,北辰,116.394591,40.001496,1919,1501-3000m,4.6,12.00,10:00-21:00,周一至周日 10:00-21:00,4000100100,os_coffee;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0055,sample_olympic_forest,奥林匹克森林公园,B0FFJOX1O6,娱·健身,yoga_pilates,瑜伽,体育休闲服务;体育休闲服务场所;体育休闲服务场所,080000,北辰东路慧忠北里219号楼19幢华秦大厦一层103-106,北辰,116.402101,40.006613,1584,1501-3000m,4.7,3469.00,07:00-22:00,周一至周五 07:00-22:00；周六至周日 09:00-21:00,010-57058537;010-57058538;18812009892,os_yoga,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0056,sample_olympic_forest,奥林匹克森林公园,B0FFK6HLFR,达美乐比萨(国奥村店),fast_food,小吃快餐,餐饮服务;快餐厅;快餐厅,050300,林萃东路2号院甲3号楼国奥中心,北辰,116.381578,40.009553,1355,1001-1500m,4.5,75.00,09:30-22:00,周一至周日 09:30-22:00,4001597597,os_fast_food,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0057,sample_olympic_forest,奥林匹克森林公园,B0FFK7HYT2,便利蜂(万科星园店),convenience_retail,便利店,购物服务;便民商店/便利店;便民商店/便利店,060200,仰山路万科星园甲3号1层C5,北苑,116.414605,40.029104,2240,1501-3000m,4.2,,24小时营业,周一至周日 00:00-24:00,18911901074;4000001234,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0058,sample_olympic_forest,奥林匹克森林公园,B0FFKDLU4I,故宫文创产品专卖店,cultural_creative,文创,购物服务;购物相关场所;购物相关场所,060000,慧忠北里309号第五大道三层亚运村图书大厦内,北辰,116.406993,40.003180,2135,1501-3000m,4.0,,10:00-21:00,周一至周日 10:00-21:00,010-64801180,os_cultural_creative,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0059,sample_olympic_forest,奥林匹克森林公园,B0FFKK9SSG,便利蜂(洛克时代中心店),convenience_retail,便利店,购物服务;便民商店/便利店;便民商店/便利店,060200,慧忠里103楼1层103-3(安立路地铁站D西南口旁),亚运村,116.406410,40.002274,2189,1501-3000m,4.2,,24小时营业,周一至周日 00:00-24:00,4000001234,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0060,sample_olympic_forest,奥林匹克森林公园,B0FFKNWUUQ,星巴克(国奥中心店),coffee;tea_drink;cold_drink,咖啡;茶饮;冷饮,餐饮服务;咖啡厅;星巴克咖啡,050501,北京城区林萃东路2号院甲3号楼国奥中心1层F106室,北辰,116.381397,40.009255,1390,1001-1500m,4.7,30.00,07:00-21:30,周一至周日 07:00-21:30,010-84377378,os_coffee;os_tea;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0061,sample_olympic_forest,奥林匹克森林公园,B0FFKSELEW,君匀瑜伽普拉提(润枫德尚苑A座店),yoga_pilates,瑜伽;普拉提,体育休闲服务;运动场馆;健身中心,080111,北京市朝阳区安立路60号润枫德尚写字楼A座1502,北辰,116.409396,40.005485,2074,1501-3000m,4.6,227.00,09:00-21:00,周一至周日 09:00-21:00,15011291330,os_yoga;os_pilates,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0062,sample_olympic_forest,奥林匹克森林公园,B0FFKTB1SE,瑞幸咖啡(华创生活广场店),coffee;cold_drink,咖啡;冷饮,餐饮服务;咖啡厅;咖啡厅,050500,科荟路华创生活广场一层F1-07号,林萃,116.373075,40.010162,1880,1501-3000m,4.5,13.00,08:30-17:00,周一至周日 08:30-17:00,4000100100,os_coffee;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0063,sample_olympic_forest,奥林匹克森林公园,B0FFKTQ14O,特步(北投新奥购物中心店),sports_supply,运动装备,购物服务;体育用品店;体育用品店,060900,湖景东路9号北投新奥购物中心B区H2层,北辰,116.395358,40.000408,2047,1501-3000m,3.8,,10:00-22:00,周一至周日 10:00-22:00,15810768102,os_sports_supply,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0064,sample_olympic_forest,奥林匹克森林公园,B0FFL6DXZL,昕孕瑜伽(金泉广场购物中心店),yoga_pilates,瑜伽;普拉提,体育休闲服务;运动场馆;健身中心,080111,北苑路金泉时代广场3单元5层515室,亚运村,116.415406,40.005169,2485,1501-3000m,4.6,9474.00,10:00-20:00,周一 10:00-20:00；周三至周日 10:00-20:00,13121816658,os_yoga;os_pilates,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0065,sample_olympic_forest,奥林匹克森林公园,B0FFLJUFYD,奥林匹克森林公园北园-商卖,convenience_retail,便利店,风景名胜;风景名胜相关;旅游景点,110000,安立路奥林匹克森林公园北园体育园内,北苑,116.407780,40.030533,1878,1501-3000m,3.1,,,,,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0066,sample_olympic_forest,奥林匹克森林公园,B0FFM40XLU,枫烨园·枫景轩中餐厅(奥森北园店),restaurant,餐厅,餐饮服务;中餐厅;中餐厅,050100,北京城区北京城区清河路135号,,116.396753,40.037519,2138,1501-3000m,4.7,350.00,11:30-14:00 17:30-22:00,"周一至周日 11:30-14:00,17:30-22:00",18618423117,os_restaurant,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0067,sample_olympic_forest,奥林匹克森林公园,B0FFM7J0OQ,奥森便利店(林奥嘉园店),convenience_retail,便利店,购物服务;便民商店/便利店;便民商店/便利店,060200,清林东路4号院林奥嘉园,北苑,116.406583,40.034474,2149,1501-3000m,3.7,,07:30-01:00,周一至周日 07:30-01:00,18201321698,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0068,sample_olympic_forest,奥林匹克森林公园,B0G03ZH84G,CoCo都可(新奥工美店),tea_drink;cold_drink,茶饮;冷饮,餐饮服务;冷饮店;冷饮店,050700,天辰东路10号4幢-1层-110内K10,北辰,116.393511,40.001469,1914,1501-3000m,4.6,12.00,10:00-22:00,周一至周五 10:00-22:00；周六至周日 10:00-22:00,13121051846,os_tea;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0069,sample_olympic_forest,奥林匹克森林公园,B0G2BZ8SX9,That’s it(名苑雅居店),night_dining_bar,酒吧,餐饮服务;餐饮相关场所;餐饮相关,050000,白庙路甲1号,二里庄,116.371311,40.009285,2059,1501-3000m,4.6,169.00,18:30-02:00,"周一至周四,周日 18:30-24:00；周五至周六 18:30-02:00",15910639299,os_bar,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0070,sample_olympic_forest,奥林匹克森林公园,B0G34ZRBQN,春秋茶楼·棋牌·掼蛋(南沙滩店),tea_drink,茶饮,餐饮服务;茶艺馆;茶艺馆,050600,大屯路南沙滩冠军城底商2层,二里庄,116.373803,40.001178,2495,1501-3000m,4.8,82.00,24小时营业,周一至周日 00:00-24:00,18519002199,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0071,sample_olympic_forest,奥林匹克森林公园,B0G3HC754I,24小时营业便利店,convenience_retail,便利店,购物服务;便民商店/便利店;便民商店/便利店,060200,奥运村街道拂林园小区14号楼南侧底商,,116.415527,40.029104,2307,1501-3000m,3.4,,08:00-22:00,周一至周日 08:00-22:00,13522233370,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0072,sample_olympic_forest,奥林匹克森林公园,B0G3Y5V5DD,挠whisky now bar(暖山店),night_dining_bar,酒吧,餐饮服务;餐饮相关场所;餐饮相关,050000,红军营南路36号暖山生活B1下沉广场外廊东侧,北苑,116.415831,40.031570,2479,1501-3000m,4.4,114.00,18:00-02:00,周一至周日 18:00-02:00,15011434345,os_bar,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0073,sample_olympic_forest,奥林匹克森林公园,B0GDHR1ZIU,圣维岚运动装备奥森店,sports_supply,运动装备,购物服务;体育用品店;体育用品店,060900,黑泉路103号,,116.376762,40.026886,1602,1501-3000m,4.3,,08:00-20:00,周一至周日 08:00-20:00,010-64529287,os_sports_supply,matched_pdf_seed,POI-0011,圣维岚运动装备(奥森店),needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0074,sample_olympic_forest,奥林匹克森林公园,B0GK2RKGW1,尊宝比萨(林萃路店),fast_food,小吃快餐,餐饮服务;快餐厅;快餐厅,050300,林萃路林萃西里16号华创生活广场2层F07A,林萃,116.372828,40.010188,1897,1501-3000m,4.3,34.00,09:00-23:00,"周五至周六 09:00-23:00；周一至周四,周日 09:00-22:00",010-84904995,os_fast_food,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0075,sample_olympic_forest,奥林匹克森林公园,B0GRKX6LJN,LAWSON罗森(奥林匹克森林公园北园店),convenience_retail,便利店,购物服务;便民商店/便利店;便民商店/便利店,060200,科荟路33号奥林匹克森林公园北园(东侧),北苑,116.406125,40.031554,1867,1501-3000m,4.0,,07:00-20:00,周一至周日 07:00-20:00,15811085203,os_convenience,matched_pdf_seed,POI-0019,罗森(奥林匹克森林公园北园店),needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0076,sample_olympic_forest,奥林匹克森林公园,B0GRLUMSG1,攥住腰餐厅(奥林匹克森林公园店),restaurant,餐厅,餐饮服务;餐饮相关场所;餐饮相关,050000,北京城区科荟路33号4幢(距离奥森南园北门停车场100米),,116.405446,40.021074,1164,1001-1500m,4.6,97.00,09:30-20:00 09:30-20:00,周一至周日 09:30-20:00 2026-05-01至2026-05-05 周一至周日 09:30-20:00,010-68052228;13260199737;13401049410,os_restaurant,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0077,sample_olympic_forest,奥林匹克森林公园,B0GU9HV3IM,365啤酒屋,night_dining_bar,酒吧,体育休闲服务;娱乐场所;酒吧,080304,宝盛里北门东180米,清河,116.370613,40.036673,2721,1501-3000m,4.4,61.00,11:00-01:00,周一至周日 11:00-01:00,13426390661,os_bar,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0078,sample_olympic_forest,奥林匹克森林公园,B0H0TROZB4,食全食美餐厅(亚洲金融大厦店),restaurant,餐厅,餐饮服务;中餐厅;中餐厅,050100,天辰东路1号院亚洲金融大厦B1层,北辰,116.389677,40.007486,1259,1001-1500m,3.2,,08:30-19:30,周一至周日 08:30-19:30,17600708661,os_restaurant,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0079,sample_olympic_forest,奥林匹克森林公园,B0H14ZT70W,必胜客(大屯路店),fast_food,小吃快餐,餐饮服务;快餐厅;必胜客,050303,北京城区北辰东路7号地下一层B01-03B号、地下局部夹层B01M-03A-01号,北辰,116.398803,40.002992,1831,1501-3000m,4.3,54.00,09:30-22:00,周一至周日 09:30-22:00,18101171679,os_fast_food,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0080,sample_olympic_forest,奥林匹克森林公园,B0H1OLTY5Z,兰瑜伽·普拉提(奥森店),yoga_pilates,瑜伽;普拉提,体育休闲服务;运动场馆;健身中心,080111,倚林佳园西南门东南90米,林萃,116.370812,40.013755,1899,1501-3000m,4.6,227.00,10:00-21:00,周一至周日 10:00-21:00,13260056938,os_yoga;os_pilates,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0081,sample_olympic_forest,奥林匹克森林公园,B0H1U7ZGMK,便利蜂(安立写字楼店),convenience_retail,便利店,购物服务;便民商店/便利店;便民商店/便利店,060200,惠忠北里309号楼(安立路地铁站B东北口步行140米),北辰,116.408321,40.004012,2132,1501-3000m,4.2,,24小时营业,周一至周日 00:00-24:00,4000001234,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0082,sample_olympic_forest,奥林匹克森林公园,B0H2YAVPW8,奈雪的茶(北京暖山生活green店),tea_drink,茶饮,餐饮服务;甜品店;甜品店|餐饮服务;冷饮店;冷饮店,050900|050700,红军营南路36号暖山生活一层奈雪的茶,北苑,116.415871,40.032162,2520,1501-3000m,4.3,24.00,10:00-21:30,周一至周五 10:00-21:30；周六至周日 10:00-22:00,13925242116;4006033888,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0083,sample_olympic_forest,奥林匹克森林公园,B0H31HZMH0,CafeFlatwhite亚投行店,coffee;cold_drink,咖啡;冷饮,餐饮服务;餐饮相关场所;餐饮相关,050000,亚洲金融大厦B1-03,北辰,116.390325,40.008975,1086,1001-1500m,4.1,54.00,08:00-20:00 08:30-18:30,周一至周日 08:00-20:00； 周一至周五 08:30-18:30,,os_coffee;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0084,sample_olympic_forest,奥林匹克森林公园,B0H36AYQM1,优昂健身(林奥CITY PARK购物中心店),yoga_pilates,瑜伽,体育休闲服务;运动场馆;健身中心,080111,清林路林奥CITYPARK购物中心B1层,北苑,116.406852,40.034486,2163,1501-3000m,4.3,3268.00,09:00-22:00,周一至周日 09:00-22:00,13146107789,os_yoga,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0085,sample_olympic_forest,奥林匹克森林公园,B0HAGAUEHS,北京河北新村便民超市,convenience_retail,便利店,购物服务;便民商店/便利店;便民商店/便利店,060200,清河湾护林防火看护队东北侧200米,,116.380995,40.037373,2292,1501-3000m,4.1,,06:30-22:45,周一至周日 06:30-22:45,13146638091,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0086,sample_olympic_forest,奥林匹克森林公园,B0HGGZTX8X,速度披萨(北投新奥购物中心店),restaurant,餐厅,餐饮服务;快餐厅;快餐厅,050300,湖景东路9号北投新奥购物中心B区H1层H1-45-02,北辰,116.395810,39.999998,2097,1501-3000m,4.4,66.00,10:00-22:00,周一至周日 10:00-22:00,010-84833124;13520567702,os_restaurant,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0087,sample_olympic_forest,奥林匹克森林公园,B0HGMX0NXV,萨莉亚意式餐厅(北投新奥购物中心店),restaurant,餐厅,餐饮服务;中餐厅;中餐厅,050100,湖景东路9号新奥购物中心天虹商场负一层,北辰,116.396090,40.001730,1911,1501-3000m,4.7,48.00,10:00-22:00,周一至周日 10:00-22:00,010-82131351,os_restaurant,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0088,sample_olympic_forest,奥林匹克森林公园,B0HGMX0VO8,星巴克咖啡(北投新奥购物中心店),tea_drink,茶饮,餐饮服务;咖啡厅;星巴克咖啡,050501,北京城区湖景东路9、11号2幢-1层-101内B1-05单元,北辰,116.394158,39.999868,2096,1501-3000m,4.7,30.00,10:00-22:00,周一至周日 10:00-22:00,010-84376352,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0089,sample_olympic_forest,奥林匹克森林公园,B0HGX7X4YP,7-ELEVEn(大屯路店),convenience_retail,便利店,购物服务;便民商店/便利店;7-ELEVEn便利店,060201,大屯路8号,二里庄,116.378201,40.001574,2241,1501-3000m,4.1,,24小时营业,周一至周日 00:00-24:00,17171107110,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0090,sample_olympic_forest,奥林匹克森林公园,B0HKJL4Y60,快狗打车(北京文化创意大厦店)(暂停营业),cultural_creative,文创,公司企业;公司;公司,170200,北苑路30号院北京文化创意大厦F3层,来广营,116.416210,40.038151,2987,1501-3000m,,,08:00-21:00,周一至周日 08:00-21:00,,os_cultural_creative,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0091,sample_olympic_forest,奥林匹克森林公园,B0HKMDAQS3,星巴克臻选(林奥CITY PARK购物中心店),tea_drink,茶饮,餐饮服务;咖啡厅;星巴克咖啡,050501,北京城区北京城区清林东路4号院6号楼东侧林奥CITY PARK购物中心F1层,北苑,116.409521,40.033863,2250,1501-3000m,4.6,30.00,08:00-22:00,周一至周日 08:00-22:00,010-82184737,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0092,sample_olympic_forest,奥林匹克森林公园,B0HRBCYB4S,瑞仕森林精酿啤酒馆(鸟巢店),night_dining_bar,酒吧,餐饮服务;餐饮相关场所;餐饮相关,050000,慧忠北里411-4号,北辰,116.400924,40.003278,1865,1501-3000m,4.4,45.00,18:00-02:00,周一至周日 18:00-02:00,17600050708,os_bar,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0093,sample_olympic_forest,奥林匹克森林公园,B0HRG488F2,星巴克(北京航空科技大厦店),tea_drink,茶饮,餐饮服务;咖啡厅;星巴克咖啡,050501,北京城区北苑路58号楼1层106-2房间,来广营,116.419038,40.026984,2472,1501-3000m,4.5,30.00,07:00-18:00,周一至周日 07:00-18:00,010-84921427,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0094,sample_olympic_forest,奥林匹克森林公园,B0HRVR2HQN,便利蜂(领智中心店),convenience_retail,便利店,购物服务;便民商店/便利店;便民商店/便利店,060200,东升镇宝盛南路1号院26号楼1层104室,清河,116.377208,40.033058,2049,1501-3000m,3.9,,24小时营业,周一至周日 00:00-24:00,4000001234,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0095,sample_olympic_forest,奥林匹克森林公园,B0I1HMSEL3,见喜·普拉提&瑜伽,yoga_pilates,瑜伽;普拉提,体育休闲服务;运动场馆;健身中心,080111,奥运村街道天溪园22号楼2单元702,北苑,116.413975,40.033038,2455,1501-3000m,4.2,181.00,08:00-20:00,周一至周日 08:00-20:00,15001313457,os_yoga;os_pilates,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0096,sample_olympic_forest,奥林匹克森林公园,B0I1ZDJCK7,沪上阿姨·精选茶饮(北京新奥购物中心店),tea_drink,茶饮,餐饮服务;冷饮店;冷饮店,050700,湖景东路911号2幢-01层-101内B1-Z3,北辰,116.395520,40.000232,2068,1501-3000m,4.5,14.00,10:00-22:00,周一至周日 10:00-22:00,13581903318,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0097,sample_olympic_forest,奥林匹克森林公园,B0I6YHTW0H,庆淮宴·淮扬江南菜·烤鸭(国奥村店),restaurant,餐厅,餐饮服务;中餐厅;中餐厅,050100,北京城区林萃东路1号院甲1号楼2层,鸟巢,116.380645,40.009175,1439,1001-1500m,4.7,180.00,10:00-22:00,周一至周日 10:00-22:00,010-64807724;010-64807734;13671122347,os_restaurant,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0098,sample_olympic_forest,奥林匹克森林公园,B0IGCHCVY5,Tims天好咖啡(亚洲金融大厦店),coffee;cold_drink,咖啡;冷饮,餐饮服务;咖啡厅;咖啡厅,050500,天辰东路1号院,北辰,116.389380,40.007420,1270,1001-1500m,4.5,29.00,07:30-21:00,周一至周五 07:30-21:00,010-84370541,os_coffee;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0099,sample_olympic_forest,奥林匹克森林公园,B0IURCNVR9,飞亚体育(国网店),sports_supply,运动装备,购物服务;体育用品店;体育用品店,060900,林萃路2号(V区气膜馆),,116.381426,40.020504,938,501-1000m,4.5,,10:00-20:30,周一至周日 10:00-20:30,13021290265,os_sports_supply,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0100,sample_olympic_forest,奥林匹克森林公园,B0J097U6YI,老故事503文创园,cultural_creative,文创,商务住宅;产业园区;产业园区,120100,亚运村,北辰,116.384814,39.992556,2969,1501-3000m,,,,,18701686074,os_cultural_creative,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0101,sample_olympic_forest,奥林匹克森林公园,B0J0OXCWXZ,DArtSpace,night_dining_bar,酒吧,体育休闲服务;娱乐场所;酒吧,080304,大屯路与林萃东路交叉口东180米,北辰,116.382585,40.001601,2064,1501-3000m,2.6,,,,,os_bar,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0102,sample_olympic_forest,奥林匹克森林公园,B0J0T7Y5LZ,库迪咖啡(天虹商场新奥店),coffee;tea_drink;cold_drink,咖啡;茶饮;冷饮,餐饮服务;咖啡厅;咖啡厅,050500,北京城区湖景东路9号新奥天虹商场B1中庭阿迪达斯北侧75-055号,北辰,116.394578,40.001553,1912,1501-3000m,4.5,9.00,10:00-21:00,周一至周五 10:00-21:00,15210047918,os_coffee;os_tea;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
