check_id,group,severity,status,finding,evidence
IMPL-220,files,error,pass,"40_quality_evidence/advanced_agentic_workflow_nodes_20260604.png exists=True, bytes=256770",40_quality_evidence/advanced_agentic_workflow_nodes_20260604.png
IMPL-221,files,error,pass,"40_quality_evidence/advanced_agentic_workflow_map_20260604.png exists=True, bytes=664512",40_quality_evidence/advanced_agentic_workflow_map_20260604.png
IMPL-222,files,error,pass,"40_quality_evidence/advanced_agentic_workflow_ai_20260604.png exists=True, bytes=102276",40_quality_evidence/advanced_agentic_workflow_ai_20260604.png
IMPL-223,files,error,pass,"40_quality_evidence/advanced_agentic_workflow_report_20260604.png exists=True, bytes=180347",40_quality_evidence/advanced_agentic_workflow_report_20260604.png
IMPL-224,files,error,pass,"90_p6_expert_dashboard/qa/package.json exists=True, bytes=337",90_p6_expert_dashboard/qa/package.json
IMPL-225,files,error,pass,"90_p6_expert_dashboard/qa/package-lock.json exists=True, bytes=97508",90_p6_expert_dashboard/qa/package-lock.json
IMPL-226,files,error,pass,"90_p6_expert_dashboard/qa/page_layer_rebuild_validation_20260605.py exists=True, bytes=8866",90_p6_expert_dashboard/qa/page_layer_rebuild_validation_20260605.py
IMPL-227,files,error,pass,"40_quality_evidence/page_layer_rebuild_validation_20260605.json exists=True, bytes=2949",40_quality_evidence/page_layer_rebuild_validation_20260605.json
IMPL-228,files,error,pass,"40_quality_evidence/page_layer_rebuild_validation_20260605/overview_chain_command.png exists=True, bytes=514414",40_quality_evidence/page_layer_rebuild_validation_20260605/overview_chain_command.png
IMPL-229,files,error,pass,"40_quality_evidence/page_layer_rebuild_validation_20260605/ai_workspace_reading_width.png exists=True, bytes=119969",40_quality_evidence/page_layer_rebuild_validation_20260605/ai_workspace_reading_width.png
IMPL-230,files,error,pass,"90_p6_expert_dashboard/qa/axe_accessibility_probe.mjs exists=True, bytes=4621",90_p6_expert_dashboard/qa/axe_accessibility_probe.mjs
IMPL-231,files,error,pass,"40_quality_evidence/axe_accessibility_probe_20260605.json exists=True, bytes=1235",40_quality_evidence/axe_accessibility_probe_20260605.json
IMPL-232,files,error,pass,"40_quality_evidence/axe_accessibility_probe_20260605/overview.png exists=True, bytes=219767",40_quality_evidence/axe_accessibility_probe_20260605/overview.png
IMPL-233,files,error,pass,"40_quality_evidence/axe_accessibility_probe_20260605/ai.png exists=True, bytes=100406",40_quality_evidence/axe_accessibility_probe_20260605/ai.png
IMPL-234,files,error,pass,"40_quality_evidence/axe_accessibility_probe_20260605/data.png exists=True, bytes=522717",40_quality_evidence/axe_accessibility_probe_20260605/data.png
IMPL-235,files,error,pass,"90_p6_expert_dashboard/qa/lighthouse_user_flow_probe.mjs exists=True, bytes=7236",90_p6_expert_dashboard/qa/lighthouse_user_flow_probe.mjs
IMPL-236,files,error,pass,"40_quality_evidence/lighthouse_user_flow_20260605.json exists=True, bytes=2477",40_quality_evidence/lighthouse_user_flow_20260605.json
IMPL-237,files,error,pass,"40_quality_evidence/lighthouse_user_flow_20260605/p6_dashboard_user_flow.html exists=True, bytes=1328370",40_quality_evidence/lighthouse_user_flow_20260605/p6_dashboard_user_flow.html
IMPL-238,files,error,pass,"90_p6_expert_dashboard/qa/otel_fastapi_trace_probe_20260605.py exists=True, bytes=3545",90_p6_expert_dashboard/qa/otel_fastapi_trace_probe_20260605.py
IMPL-239,files,error,pass,"40_quality_evidence/otel_fastapi_trace_probe_20260605.json exists=True, bytes=5696",40_quality_evidence/otel_fastapi_trace_probe_20260605.json
IMPL-240,files,error,pass,"30_extraction/scripts/audit_advanced_capability_and_legacy_methods_20260605.py exists=True, bytes=16913",30_extraction/scripts/audit_advanced_capability_and_legacy_methods_20260605.py
IMPL-241,files,error,pass,"40_quality_evidence/advanced_capability_and_legacy_method_audit_20260605.json exists=True, bytes=9804",40_quality_evidence/advanced_capability_and_legacy_method_audit_20260605.json
IMPL-242,files,error,pass,"40_quality_evidence/advanced_capability_and_legacy_method_audit_20260605.md exists=True, bytes=7094",40_quality_evidence/advanced_capability_and_legacy_method_audit_20260605.md
IMPL-243,files,error,pass,"90_p6_expert_dashboard/app.py exists=True, bytes=220700",90_p6_expert_dashboard/app.py
IMPL-244,files,error,pass,"90_p6_expert_dashboard/static/index.html exists=True, bytes=26992",90_p6_expert_dashboard/static/index.html
IMPL-245,files,error,pass,"90_p6_expert_dashboard/static/styles.css exists=True, bytes=76250",90_p6_expert_dashboard/static/styles.css
IMPL-246,files,error,pass,"90_p6_expert_dashboard/static/app.js exists=True, bytes=161910",90_p6_expert_dashboard/static/app.js
IMPL-247,files,error,pass,"60_model/llm_runs/deepseek_table_classification_raw.jsonl exists=True, bytes=142104",60_model/llm_runs/deepseek_table_classification_raw.jsonl
IMPL-248,files,error,pass,"60_model/llm_runs/deepseek_table_classification_progress.json exists=True, bytes=172",60_model/llm_runs/deepseek_table_classification_progress.json
IMPL-249,files,error,pass,"60_model/llm_runs/deepseek_evidence_candidates_raw.jsonl exists=True, bytes=300288",60_model/llm_runs/deepseek_evidence_candidates_raw.jsonl
IMPL-250,files,error,pass,"60_model/llm_runs/deepseek_evidence_candidates_progress.json exists=True, bytes=222",60_model/llm_runs/deepseek_evidence_candidates_progress.json
IMPL-251,files,error,pass,"60_model/llm_runs/deepseek_entrance_node_semantic_raw.jsonl exists=True, bytes=20680",60_model/llm_runs/deepseek_entrance_node_semantic_raw.jsonl
IMPL-252,files,error,pass,"60_model/llm_runs/deepseek_entrance_node_semantic_progress.json exists=True, bytes=190",60_model/llm_runs/deepseek_entrance_node_semantic_progress.json
IMPL-253,files,error,pass,"60_model/llm_runs/deepseek_p0_verification_package_raw.jsonl exists=True, bytes=8146",60_model/llm_runs/deepseek_p0_verification_package_raw.jsonl
IMPL-254,files,error,pass,"60_model/llm_runs/deepseek_p0_verification_package_progress.json exists=True, bytes=165",60_model/llm_runs/deepseek_p0_verification_package_progress.json
IMPL-255,files,error,pass,"60_model/llm_runs/deepseek_project_context_sync_raw.jsonl exists=True, bytes=7996",60_model/llm_runs/deepseek_project_context_sync_raw.jsonl
IMPL-256,files,error,pass,"60_model/llm_runs/deepseek_project_context_sync_progress.json exists=True, bytes=215",60_model/llm_runs/deepseek_project_context_sync_progress.json
IMPL-257,files,error,pass,"60_model/llm_runs/deepseek_project_context_sync_latest.json exists=True, bytes=7684",60_model/llm_runs/deepseek_project_context_sync_latest.json
IMPL-258,files,error,pass,"60_model/llm_runs/deepseek_p0_detail_query_plan_raw.jsonl exists=True, bytes=4625",60_model/llm_runs/deepseek_p0_detail_query_plan_raw.jsonl
IMPL-259,files,error,pass,"60_model/llm_runs/deepseek_p0_detail_query_plan_progress.json exists=True, bytes=198",60_model/llm_runs/deepseek_p0_detail_query_plan_progress.json
IMPL-260,files,error,pass,"60_model/llm_runs/deepseek_p0_field_verification_checklist_raw.jsonl exists=True, bytes=10320",60_model/llm_runs/deepseek_p0_field_verification_checklist_raw.jsonl
IMPL-261,files,error,pass,"60_model/llm_runs/deepseek_p0_field_verification_checklist_progress.json exists=True, bytes=201",60_model/llm_runs/deepseek_p0_field_verification_checklist_progress.json
IMPL-262,files,error,pass,"60_model/llm_runs/deepseek_p1_quality_report_raw.jsonl exists=True, bytes=5373",60_model/llm_runs/deepseek_p1_quality_report_raw.jsonl
IMPL-263,files,error,pass,"60_model/llm_runs/deepseek_p1_quality_report_progress.json exists=True, bytes=258",60_model/llm_runs/deepseek_p1_quality_report_progress.json
IMPL-264,files,error,pass,"60_model/llm_runs/deepseek_p2_real_site_semantic_raw.jsonl exists=True, bytes=9703",60_model/llm_runs/deepseek_p2_real_site_semantic_raw.jsonl
IMPL-265,files,error,pass,"60_model/llm_runs/deepseek_p2_real_site_semantic_progress.json exists=True, bytes=177",60_model/llm_runs/deepseek_p2_real_site_semantic_progress.json
IMPL-266,files,error,pass,"60_model/llm_runs/deepseek_p2_input_schema_candidates_raw.jsonl exists=True, bytes=8312",60_model/llm_runs/deepseek_p2_input_schema_candidates_raw.jsonl
IMPL-267,files,error,pass,"60_model/llm_runs/deepseek_p2_input_schema_candidates_progress.json exists=True, bytes=202",60_model/llm_runs/deepseek_p2_input_schema_candidates_progress.json
IMPL-268,files,error,pass,"60_model/llm_runs/deepseek_p2_completion_readiness_audit_raw.jsonl exists=True, bytes=3929",60_model/llm_runs/deepseek_p2_completion_readiness_audit_raw.jsonl
IMPL-269,files,error,pass,"60_model/llm_runs/deepseek_p2_completion_readiness_audit_progress.json exists=True, bytes=211",60_model/llm_runs/deepseek_p2_completion_readiness_audit_progress.json
IMPL-270,files,error,pass,"60_model/llm_runs/deepseek_p2_source_coverage_audit_raw.jsonl exists=True, bytes=2092",60_model/llm_runs/deepseek_p2_source_coverage_audit_raw.jsonl
IMPL-271,files,error,pass,"60_model/llm_runs/deepseek_p2_source_coverage_audit_progress.json exists=True, bytes=268",60_model/llm_runs/deepseek_p2_source_coverage_audit_progress.json
IMPL-272,files,error,pass,"60_model/llm_runs/deepseek_p2_geometry_proxy_audit_raw.jsonl exists=True, bytes=5745",60_model/llm_runs/deepseek_p2_geometry_proxy_audit_raw.jsonl
IMPL-273,files,error,pass,"60_model/llm_runs/deepseek_p2_geometry_proxy_audit_progress.json exists=True, bytes=148",60_model/llm_runs/deepseek_p2_geometry_proxy_audit_progress.json
IMPL-274,files,error,pass,"60_model/llm_runs/deepseek_p3_prework_package_raw.jsonl exists=True, bytes=6666",60_model/llm_runs/deepseek_p3_prework_package_raw.jsonl
IMPL-275,files,error,pass,"60_model/llm_runs/deepseek_p3_prework_package_progress.json exists=True, bytes=580",60_model/llm_runs/deepseek_p3_prework_package_progress.json
IMPL-276,files,error,pass,"60_model/llm_runs/deepseek_p3_calibration_execution_package_raw.jsonl exists=True, bytes=27331",60_model/llm_runs/deepseek_p3_calibration_execution_package_raw.jsonl
IMPL-277,files,error,pass,"60_model/llm_runs/deepseek_p3_calibration_execution_package_progress.json exists=True, bytes=177",60_model/llm_runs/deepseek_p3_calibration_execution_package_progress.json
IMPL-278,files,error,pass,"60_model/llm_runs/deepseek_p4_premature_audit_raw.jsonl exists=True, bytes=921",60_model/llm_runs/deepseek_p4_premature_audit_raw.jsonl
IMPL-279,files,error,pass,"60_model/llm_runs/deepseek_p4_feedback_draft_raw.jsonl exists=True, bytes=16582",60_model/llm_runs/deepseek_p4_feedback_draft_raw.jsonl
IMPL-280,files,error,pass,"60_model/llm_runs/deepseek_p4_feedback_draft_progress.json exists=True, bytes=130",60_model/llm_runs/deepseek_p4_feedback_draft_progress.json
IMPL-281,files,error,pass,"30_extraction/tables/pdf_table_topic_draft_deepseek.csv exists=True, bytes=112578",30_extraction/tables/pdf_table_topic_draft_deepseek.csv
IMPL-282,files,error,pass,"30_extraction/tables/pdf_table_review_queue.csv exists=True, bytes=164277",30_extraction/tables/pdf_table_review_queue.csv
IMPL-283,files,error,pass,"30_extraction/tables/pdf_table_evidence_candidates_deepseek.csv exists=True, bytes=237957",30_extraction/tables/pdf_table_evidence_candidates_deepseek.csv
IMPL-284,files,error,pass,"30_extraction/tables/pdf_evidence_candidate_review_queue.csv exists=True, bytes=255144",30_extraction/tables/pdf_evidence_candidate_review_queue.csv
IMPL-285,files,error,pass,"40_quality_evidence/deepseek_table_classification_report.md exists=True, bytes=997",40_quality_evidence/deepseek_table_classification_report.md
IMPL-286,files,error,pass,"40_quality_evidence/deepseek_table_classification_review.csv exists=True, bytes=859",40_quality_evidence/deepseek_table_classification_review.csv
IMPL-287,files,error,pass,"40_quality_evidence/deepseek_table_classification_review.md exists=True, bytes=1792",40_quality_evidence/deepseek_table_classification_review.md
IMPL-288,files,error,pass,"40_quality_evidence/deepseek_evidence_candidates_report.md exists=True, bytes=958",40_quality_evidence/deepseek_evidence_candidates_report.md
IMPL-289,files,error,pass,"40_quality_evidence/deepseek_evidence_candidates_review.csv exists=True, bytes=1210",40_quality_evidence/deepseek_evidence_candidates_review.csv
IMPL-290,files,error,pass,"40_quality_evidence/deepseek_evidence_candidates_review.md exists=True, bytes=2602",40_quality_evidence/deepseek_evidence_candidates_review.md
IMPL-291,files,error,pass,"50_external_gis/amap_routes/amap_p0_entrance_node_semantic_draft_deepseek.csv exists=True, bytes=23702",50_external_gis/amap_routes/amap_p0_entrance_node_semantic_draft_deepseek.csv
IMPL-292,files,error,pass,"50_external_gis/amap_routes/amap_p0_entrance_node_semantic_review_queue.csv exists=True, bytes=21307",50_external_gis/amap_routes/amap_p0_entrance_node_semantic_review_queue.csv
IMPL-293,files,error,pass,"40_quality_evidence/deepseek_entrance_node_semantic_report.md exists=True, bytes=841",40_quality_evidence/deepseek_entrance_node_semantic_report.md
IMPL-294,files,error,pass,"40_quality_evidence/deepseek_entrance_node_semantic_review.csv exists=True, bytes=1411",40_quality_evidence/deepseek_entrance_node_semantic_review.csv
IMPL-295,files,error,pass,"40_quality_evidence/deepseek_entrance_node_semantic_review.md exists=True, bytes=3520",40_quality_evidence/deepseek_entrance_node_semantic_review.md
IMPL-296,files,error,pass,"70_outputs/processed_tables/p0_manual_verification_package_deepseek.csv exists=True, bytes=10851",70_outputs/processed_tables/p0_manual_verification_package_deepseek.csv
IMPL-297,files,error,pass,"40_quality_evidence/deepseek_p0_verification_package_report.md exists=True, bytes=676",40_quality_evidence/deepseek_p0_verification_package_report.md
IMPL-298,files,error,pass,"40_quality_evidence/deepseek_p0_verification_package_review.csv exists=True, bytes=741",40_quality_evidence/deepseek_p0_verification_package_review.csv
IMPL-299,files,error,pass,"40_quality_evidence/deepseek_p0_verification_package_review.md exists=True, bytes=562",40_quality_evidence/deepseek_p0_verification_package_review.md
IMPL-300,files,error,pass,"70_outputs/processed_tables/deepseek_first_task_queue.csv exists=True, bytes=3573",70_outputs/processed_tables/deepseek_first_task_queue.csv
IMPL-301,files,error,pass,"40_quality_evidence/deepseek_project_context_sync_report.md exists=True, bytes=587",40_quality_evidence/deepseek_project_context_sync_report.md
IMPL-302,files,error,pass,"40_quality_evidence/deepseek_project_context_sync_review.csv exists=True, bytes=807",40_quality_evidence/deepseek_project_context_sync_review.csv
IMPL-303,files,error,pass,"40_quality_evidence/deepseek_project_context_sync_review.md exists=True, bytes=360",40_quality_evidence/deepseek_project_context_sync_review.md
IMPL-304,files,error,pass,"50_external_gis/amap_poi/amap_p0_detail_query_plan_deepseek.csv exists=True, bytes=4989",50_external_gis/amap_poi/amap_p0_detail_query_plan_deepseek.csv
IMPL-305,files,error,pass,"40_quality_evidence/deepseek_p0_detail_query_plan_report.md exists=True, bytes=571",40_quality_evidence/deepseek_p0_detail_query_plan_report.md
IMPL-306,files,error,pass,"40_quality_evidence/deepseek_p0_detail_query_plan_review.csv exists=True, bytes=1112",40_quality_evidence/deepseek_p0_detail_query_plan_review.csv
IMPL-307,files,error,pass,"40_quality_evidence/deepseek_p0_detail_query_plan_review.md exists=True, bytes=380",40_quality_evidence/deepseek_p0_detail_query_plan_review.md
IMPL-308,files,error,pass,"70_outputs/processed_tables/p0_business_field_fill_amap.csv exists=True, bytes=2636",70_outputs/processed_tables/p0_business_field_fill_amap.csv
IMPL-309,files,error,pass,"70_outputs/processed_tables/poi_supply_p0_followup_worklist_enriched.csv exists=True, bytes=8981",70_outputs/processed_tables/poi_supply_p0_followup_worklist_enriched.csv
IMPL-310,files,error,pass,"70_outputs/processed_tables/p0_field_verification_checklist_deepseek.csv exists=True, bytes=39495",70_outputs/processed_tables/p0_field_verification_checklist_deepseek.csv
IMPL-311,files,error,pass,"40_quality_evidence/deepseek_p0_field_verification_checklist_report.md exists=True, bytes=789",40_quality_evidence/deepseek_p0_field_verification_checklist_report.md
IMPL-312,files,error,pass,"40_quality_evidence/deepseek_p0_field_verification_checklist_review.csv exists=True, bytes=1383",40_quality_evidence/deepseek_p0_field_verification_checklist_review.csv
IMPL-313,files,error,pass,"40_quality_evidence/deepseek_p0_field_verification_checklist_review.md exists=True, bytes=461",40_quality_evidence/deepseek_p0_field_verification_checklist_review.md
IMPL-314,files,error,pass,"30_extraction/scripts/review_p0_field_verification_checklist.py exists=True, bytes=13168",30_extraction/scripts/review_p0_field_verification_checklist.py
IMPL-315,files,error,pass,"30_extraction/scripts/review_handoff_and_encoding_health.py exists=True, bytes=5367",30_extraction/scripts/review_handoff_and_encoding_health.py
IMPL-316,files,error,pass,"30_extraction/scripts/review_p2_completion_reality.py exists=True, bytes=9911",30_extraction/scripts/review_p2_completion_reality.py
IMPL-317,files,error,pass,"40_quality_evidence/p0_field_verification_checklist_local_review.csv exists=True, bytes=2426",40_quality_evidence/p0_field_verification_checklist_local_review.csv
IMPL-318,files,error,pass,"40_quality_evidence/p0_field_verification_checklist_local_review.md exists=True, bytes=1566",40_quality_evidence/p0_field_verification_checklist_local_review.md
IMPL-319,files,error,pass,"40_quality_evidence/handoff_encoding_health_review.csv exists=True, bytes=4238",40_quality_evidence/handoff_encoding_health_review.csv
IMPL-320,files,error,pass,"40_quality_evidence/handoff_encoding_health_review.md exists=True, bytes=550",40_quality_evidence/handoff_encoding_health_review.md
IMPL-321,files,error,pass,"40_quality_evidence/p1_quality_report_draft_deepseek.md exists=True, bytes=4719",40_quality_evidence/p1_quality_report_draft_deepseek.md
IMPL-322,files,error,pass,"40_quality_evidence/deepseek_p1_quality_report_generation_report.md exists=True, bytes=528",40_quality_evidence/deepseek_p1_quality_report_generation_report.md
IMPL-323,files,error,pass,"40_quality_evidence/deepseek_p1_quality_report_review.csv exists=True, bytes=1292",40_quality_evidence/deepseek_p1_quality_report_review.csv
IMPL-324,files,error,pass,"40_quality_evidence/deepseek_p1_quality_report_review.md exists=True, bytes=436",40_quality_evidence/deepseek_p1_quality_report_review.md
IMPL-325,files,error,pass,"30_extraction/scripts/build_p2_real_site_input_index.py exists=True, bytes=24110",30_extraction/scripts/build_p2_real_site_input_index.py
IMPL-326,files,error,pass,"30_extraction/p2_real_site/osen_project_plan_text.txt exists=True, bytes=11090",30_extraction/p2_real_site/osen_project_plan_text.txt
IMPL-327,files,error,pass,"30_extraction/p2_real_site/osen_project_plan_profile.json exists=True, bytes=1032",30_extraction/p2_real_site/osen_project_plan_profile.json
IMPL-328,files,error,pass,"30_extraction/p2_real_site/osen_north_cad_pdf_text.txt exists=True, bytes=4204",30_extraction/p2_real_site/osen_north_cad_pdf_text.txt
IMPL-329,files,error,pass,"30_extraction/p2_real_site/osen_north_cad_pdf_pages.csv exists=True, bytes=215",30_extraction/p2_real_site/osen_north_cad_pdf_pages.csv
IMPL-330,files,error,pass,"40_quality_evidence/p2_real_site_source_catalog.csv exists=True, bytes=1968",40_quality_evidence/p2_real_site_source_catalog.csv
IMPL-331,files,error,pass,"70_outputs/processed_tables/p2_real_site_input_worklist.csv exists=True, bytes=2496",70_outputs/processed_tables/p2_real_site_input_worklist.csv
IMPL-332,files,error,pass,"70_outputs/processed_tables/p2_simulation_input_requirements.csv exists=True, bytes=1957",70_outputs/processed_tables/p2_simulation_input_requirements.csv
IMPL-333,files,error,pass,"40_quality_evidence/p2_real_site_preparation_report.md exists=True, bytes=2246",40_quality_evidence/p2_real_site_preparation_report.md
IMPL-334,files,error,pass,"70_outputs/processed_tables/p2_docx_project_semantic_draft_deepseek.csv exists=True, bytes=13643",70_outputs/processed_tables/p2_docx_project_semantic_draft_deepseek.csv
IMPL-335,files,error,pass,"70_outputs/processed_tables/p2_pdf_spatial_label_draft_deepseek.csv exists=True, bytes=6533",70_outputs/processed_tables/p2_pdf_spatial_label_draft_deepseek.csv
IMPL-336,files,error,pass,"70_outputs/processed_tables/p2_project_node_candidates.csv exists=True, bytes=4395",70_outputs/processed_tables/p2_project_node_candidates.csv
IMPL-337,files,error,pass,"70_outputs/processed_tables/p2_business_scene_assumption_pool.csv exists=True, bytes=3810",70_outputs/processed_tables/p2_business_scene_assumption_pool.csv
IMPL-338,files,error,pass,"70_outputs/processed_tables/p2_spatial_label_candidates.csv exists=True, bytes=6055",70_outputs/processed_tables/p2_spatial_label_candidates.csv
IMPL-339,files,error,pass,"70_outputs/processed_tables/p2_input_gap_register.csv exists=True, bytes=3062",70_outputs/processed_tables/p2_input_gap_register.csv
IMPL-340,files,error,pass,"70_outputs/processed_tables/p2_persona_parameter_prototype.csv exists=True, bytes=1347",70_outputs/processed_tables/p2_persona_parameter_prototype.csv
IMPL-341,files,error,pass,"70_outputs/processed_tables/p2_demand_trigger_matrix.csv exists=True, bytes=1824",70_outputs/processed_tables/p2_demand_trigger_matrix.csv
IMPL-342,files,error,pass,"70_outputs/processed_tables/p2_supply_gap_scoring_formula.csv exists=True, bytes=1117",70_outputs/processed_tables/p2_supply_gap_scoring_formula.csv
IMPL-343,files,error,pass,"70_outputs/processed_tables/p2_candidate_method_readiness_scores.csv exists=True, bytes=1750",70_outputs/processed_tables/p2_candidate_method_readiness_scores.csv
IMPL-344,files,error,pass,"70_outputs/processed_tables/p2_postman_api_contract_draft.csv exists=True, bytes=1134",70_outputs/processed_tables/p2_postman_api_contract_draft.csv
IMPL-345,files,error,pass,"40_quality_evidence/deepseek_p2_real_site_semantic_report.md exists=True, bytes=670",40_quality_evidence/deepseek_p2_real_site_semantic_report.md
IMPL-346,files,error,pass,"40_quality_evidence/deepseek_p2_real_site_semantic_review.csv exists=True, bytes=1919",40_quality_evidence/deepseek_p2_real_site_semantic_review.csv
IMPL-347,files,error,pass,"40_quality_evidence/deepseek_p2_real_site_semantic_review.md exists=True, bytes=349",40_quality_evidence/deepseek_p2_real_site_semantic_review.md
IMPL-348,files,error,pass,"40_quality_evidence/deepseek_p2_input_schema_candidates_report.md exists=True, bytes=359",40_quality_evidence/deepseek_p2_input_schema_candidates_report.md
IMPL-349,files,error,pass,"40_quality_evidence/deepseek_p2_input_schema_candidates_review.csv exists=True, bytes=3139",40_quality_evidence/deepseek_p2_input_schema_candidates_review.csv
IMPL-350,files,error,pass,"40_quality_evidence/deepseek_p2_input_schema_candidates_review.md exists=True, bytes=343",40_quality_evidence/deepseek_p2_input_schema_candidates_review.md
IMPL-351,files,error,pass,"40_quality_evidence/deepseek_p2_completion_readiness_audit.json exists=True, bytes=3728",40_quality_evidence/deepseek_p2_completion_readiness_audit.json
IMPL-352,files,error,pass,"40_quality_evidence/deepseek_p2_completion_readiness_audit_checks.csv exists=True, bytes=2868",40_quality_evidence/deepseek_p2_completion_readiness_audit_checks.csv
IMPL-353,files,error,pass,"40_quality_evidence/deepseek_p2_completion_readiness_audit.md exists=True, bytes=2663",40_quality_evidence/deepseek_p2_completion_readiness_audit.md
IMPL-354,files,error,pass,"40_quality_evidence/deepseek_p2_completion_readiness_audit_review.csv exists=True, bytes=3527",40_quality_evidence/deepseek_p2_completion_readiness_audit_review.csv
IMPL-355,files,error,pass,"40_quality_evidence/deepseek_p2_completion_readiness_audit_review.md exists=True, bytes=252",40_quality_evidence/deepseek_p2_completion_readiness_audit_review.md
IMPL-356,files,error,pass,"40_quality_evidence/p2_completion_reality_audit.csv exists=True, bytes=5110",40_quality_evidence/p2_completion_reality_audit.csv
IMPL-357,files,error,pass,"40_quality_evidence/p2_completion_reality_audit.md exists=True, bytes=776",40_quality_evidence/p2_completion_reality_audit.md
IMPL-358,files,error,pass,"40_quality_evidence/deepseek_p2_source_coverage_audit.json exists=True, bytes=2287",40_quality_evidence/deepseek_p2_source_coverage_audit.json
IMPL-359,files,error,pass,"40_quality_evidence/deepseek_p2_source_coverage_audit_matrix.csv exists=True, bytes=8102",40_quality_evidence/deepseek_p2_source_coverage_audit_matrix.csv
IMPL-360,files,error,pass,"40_quality_evidence/deepseek_p2_source_coverage_audit.md exists=True, bytes=1255",40_quality_evidence/deepseek_p2_source_coverage_audit.md
IMPL-361,files,error,pass,"40_quality_evidence/deepseek_p2_source_coverage_audit_review.csv exists=True, bytes=5781",40_quality_evidence/deepseek_p2_source_coverage_audit_review.csv
IMPL-362,files,error,pass,"40_quality_evidence/deepseek_p2_source_coverage_audit_review.md exists=True, bytes=378",40_quality_evidence/deepseek_p2_source_coverage_audit_review.md
IMPL-363,files,error,pass,"70_outputs/processed_tables/p2_pdf_proxy_zone_candidates_deepseek.csv exists=True, bytes=2915",70_outputs/processed_tables/p2_pdf_proxy_zone_candidates_deepseek.csv
IMPL-364,files,error,pass,"70_outputs/processed_tables/p2_dwg_conversion_worklist_deepseek.csv exists=True, bytes=2287",70_outputs/processed_tables/p2_dwg_conversion_worklist_deepseek.csv
IMPL-365,files,error,pass,"70_outputs/processed_tables/p2_geometry_proxy_limitations_deepseek.csv exists=True, bytes=2211",70_outputs/processed_tables/p2_geometry_proxy_limitations_deepseek.csv
IMPL-366,files,error,pass,"40_quality_evidence/deepseek_p2_geometry_proxy_audit.json exists=True, bytes=501",40_quality_evidence/deepseek_p2_geometry_proxy_audit.json
IMPL-367,files,error,pass,"40_quality_evidence/deepseek_p2_geometry_proxy_audit.md exists=True, bytes=418",40_quality_evidence/deepseek_p2_geometry_proxy_audit.md
IMPL-368,files,error,pass,"40_quality_evidence/deepseek_p2_geometry_proxy_audit_review.csv exists=True, bytes=3995",40_quality_evidence/deepseek_p2_geometry_proxy_audit_review.csv
IMPL-369,files,error,pass,"40_quality_evidence/deepseek_p2_geometry_proxy_audit_review.md exists=True, bytes=288",40_quality_evidence/deepseek_p2_geometry_proxy_audit_review.md
IMPL-370,files,error,pass,"40_quality_evidence/p2_method_prototype_report.md exists=True, bytes=795",40_quality_evidence/p2_method_prototype_report.md
IMPL-371,files,error,pass,"40_quality_evidence/p2_method_prototype_review.csv exists=True, bytes=4320",40_quality_evidence/p2_method_prototype_review.csv
IMPL-372,files,error,pass,"40_quality_evidence/p2_method_prototype_review.md exists=True, bytes=258",40_quality_evidence/p2_method_prototype_review.md
IMPL-373,files,error,pass,"70_outputs/processed_tables/p3_p4_route_decision_deepseek.csv exists=True, bytes=1512",70_outputs/processed_tables/p3_p4_route_decision_deepseek.csv
IMPL-374,files,error,pass,"70_outputs/processed_tables/p3_dwg_conversion_work_order_deepseek.csv exists=True, bytes=2421",70_outputs/processed_tables/p3_dwg_conversion_work_order_deepseek.csv
IMPL-375,files,error,pass,"70_outputs/processed_tables/p3_calibration_data_requirements_deepseek.csv exists=True, bytes=3349",70_outputs/processed_tables/p3_calibration_data_requirements_deepseek.csv
IMPL-376,files,error,pass,"70_outputs/processed_tables/p3_p2_to_calibration_field_mapping_deepseek.csv exists=True, bytes=3213",70_outputs/processed_tables/p3_p2_to_calibration_field_mapping_deepseek.csv
IMPL-377,files,error,pass,"70_outputs/processed_tables/p4_parallel_skeleton_backlog_deepseek.csv exists=True, bytes=4069",70_outputs/processed_tables/p4_parallel_skeleton_backlog_deepseek.csv
IMPL-378,files,error,pass,"40_quality_evidence/deepseek_p3_prework_package.json exists=True, bytes=580",40_quality_evidence/deepseek_p3_prework_package.json
IMPL-379,files,error,pass,"40_quality_evidence/deepseek_p3_prework_package.md exists=True, bytes=400",40_quality_evidence/deepseek_p3_prework_package.md
IMPL-380,files,error,pass,"40_quality_evidence/deepseek_p3_prework_package_review.csv exists=True, bytes=5769",40_quality_evidence/deepseek_p3_prework_package_review.csv
IMPL-381,files,error,pass,"40_quality_evidence/deepseek_p3_prework_package_review.md exists=True, bytes=286",40_quality_evidence/deepseek_p3_prework_package_review.md
IMPL-382,files,error,pass,"70_outputs/processed_tables/p3_calibration_evidence_request_worklist_deepseek.csv exists=True, bytes=5359",70_outputs/processed_tables/p3_calibration_evidence_request_worklist_deepseek.csv
IMPL-383,files,error,pass,"70_outputs/processed_tables/p3_calibration_acceptance_criteria_deepseek.csv exists=True, bytes=3174",70_outputs/processed_tables/p3_calibration_acceptance_criteria_deepseek.csv
IMPL-384,files,error,pass,"70_outputs/processed_tables/p3_scenario_assumption_limits_deepseek.csv exists=True, bytes=3321",70_outputs/processed_tables/p3_scenario_assumption_limits_deepseek.csv
