check_id,group,severity,status,finding,evidence
IMPL-177,data,error,pass,"boundary filter counts={'outside_osm_polygon': 201, 'inside_osm_polygon': 26}",70_outputs/processed_tables/poi_supply_candidates_amap_boundary_filter.csv
IMPL-178,data,error,pass,"boundary supply status counts={'boundary_filtered_surrounding_supply_candidate': 201, 'boundary_filtered_in_park_candidate_needs_field_review': 26}",70_outputs/processed_tables/poi_supply_candidates_amap_boundary_filter.csv
IMPL-179,data,error,pass,osm selected polygon boundaries=2,50_external_gis/boundaries/osm_park_boundary_fetch_log.csv
IMPL-180,data,error,pass,in-park candidate use counts={'p1_in_park_candidate_not_final_supply': 26},70_outputs/processed_tables/poi_supply_in_park_candidate_review.csv
IMPL-181,data,error,pass,in-park route access counts={'needs_entrance_or_route_api_verification': 26},70_outputs/processed_tables/poi_supply_in_park_candidate_review.csv
IMPL-182,data,error,pass,in-park authorization counts={'needs_operator_or_field_confirmation': 26},70_outputs/processed_tables/poi_supply_in_park_candidate_review.csv
IMPL-183,data,info,pass,"in-park business info counts={'amap_business_fields_partial': 4, 'amap_business_fields_sufficient_for_p1_review': 22}",70_outputs/processed_tables/poi_supply_in_park_candidate_review.csv
IMPL-184,data,info,pass,"in-park priority counts={'P0_missing_business_fields': 4, 'P0_pdf_seed_boundary_match': 3, 'P1_key_category': 6, 'P2_normal_field_review': 13}",70_outputs/processed_tables/poi_supply_in_park_candidate_review.csv
IMPL-185,data,error,pass,P0 worklist can enter P2 counts={'no': 7},70_outputs/processed_tables/poi_supply_p0_followup_worklist.csv
IMPL-186,data,error,pass,P0 worklist route api counts={'center_proxy_route_returned_needs_real_entrance_validation': 7},70_outputs/processed_tables/poi_supply_p0_followup_worklist.csv
IMPL-187,data,error,pass,P0 manual fieldwork counts={'not_started': 7},70_outputs/processed_tables/poi_supply_p0_followup_worklist.csv
IMPL-188,data,error,pass,P0 route api counts={'1': 7},50_external_gis/amap_routes/amap_p0_route_results.csv
IMPL-189,data,error,pass,P0 route access counts={'amap_center_proxy_route_returned_needs_entrance_validation': 7},50_external_gis/amap_routes/amap_p0_route_results.csv
IMPL-190,data,error,pass,P0 route distances present=7/7,50_external_gis/amap_routes/amap_p0_route_results.csv
IMPL-191,security,error,pass,P0 route log params containing key=[],50_external_gis/amap_routes/amap_p0_route_fetch_log.csv
IMPL-192,data,error,pass,P0 route log status counts={'1': 7},50_external_gis/amap_routes/amap_p0_route_fetch_log.csv
IMPL-193,data,error,pass,P0 route review can enter P2 counts={'no': 7},70_outputs/processed_tables/poi_supply_p0_route_access_review.csv
IMPL-194,external_api,error,pass,"P0 entrance node query plan by park={'sample_city_green_heart': 4, 'sample_olympic_forest': 8}",50_external_gis/amap_routes/p0_entrance_node_query_plan.csv
IMPL-195,external_api,error,pass,"P0 entrance node candidates by park={'城市绿心森林公园': 11, '奥林匹克森林公园': 34}",50_external_gis/amap_routes/amap_p0_entrance_node_candidates.csv
IMPL-196,external_api,info,pass,"P0 entrance node kinds={'nearby_transit_or_visit_node': 5, 'park_gate': 26, 'park_gate_or_road_node': 4, 'park_internal_node': 5, 'parking_or_visit_node': 5}",50_external_gis/amap_routes/amap_p0_entrance_node_candidates.csv
IMPL-197,external_api,error,pass,P0 entrance route proxy status={'entrance_or_node_proxy_route_returned_needs_field_validation': 28},50_external_gis/amap_routes/amap_p0_entrance_node_route_results.csv
IMPL-198,external_api,error,pass,P0 entrance route api status={'1': 28},50_external_gis/amap_routes/amap_p0_entrance_node_route_results.csv
IMPL-199,security,error,pass,P0 entrance route log params containing key=False,50_external_gis/amap_routes/amap_p0_entrance_node_fetch_log.csv
IMPL-200,external_api,error,pass,P0 entrance route log status={'1': 40},50_external_gis/amap_routes/amap_p0_entrance_node_fetch_log.csv
IMPL-201,data,error,pass,P0 entrance route review status={'entrance_or_node_proxy_route_returned_needs_field_validation': 7},70_outputs/processed_tables/poi_supply_p0_entrance_route_review.csv
IMPL-202,data,error,pass,P0 entrance route can enter P2 counts={'no': 7},70_outputs/processed_tables/poi_supply_p0_entrance_route_review.csv
IMPL-203,data,error,pass,P0 entrance route best distances present=7/7,70_outputs/processed_tables/poi_supply_p0_entrance_route_review.csv
IMPL-204,llm,error,pass,high-risk tasks routed to DeepSeek=[],60_model/configs/llm_task_routing.csv
IMPL-205,llm,error,pass,DeepSeek outputs not draft/needs_review=[],60_model/configs/llm_task_routing.csv
IMPL-206,llm,error,pass,DeepSeek table draft table_id coverage match=True,30_extraction/tables/pdf_table_topic_draft_deepseek.csv
IMPL-207,llm,error,pass,DeepSeek table draft invalid topics=[],30_extraction/tables/pdf_table_topic_draft_deepseek.csv
IMPL-208,llm,error,pass,DeepSeek table draft status counts={'draft': 329},30_extraction/tables/pdf_table_topic_draft_deepseek.csv
IMPL-209,llm,error,pass,DeepSeek table draft executor counts={'deepseek': 329},30_extraction/tables/pdf_table_topic_draft_deepseek.csv
IMPL-210,llm,error,pass,DeepSeek table draft task counts={'LLM-002': 329},30_extraction/tables/pdf_table_topic_draft_deepseek.csv
IMPL-211,llm,info,pass,"DeepSeek table draft topic distribution={'commercial_supply': 9, 'consumption_spending': 12, 'demographic_profile': 42, 'empty_or_visual_noise': 35, 'origin_residence_work': 24, 'other': 4, 'poi_hot_visit': 38, 'tgi_preference': 161, 'time_peak': 1, 'visitor_flow': 3}",30_extraction/tables/pdf_table_topic_draft_deepseek.csv
IMPL-212,llm,error,pass,"DeepSeek table review queue priorities={'P0_second_evidence_candidate': 63, 'P1_context_or_followup_candidate': 227, 'P2_low_priority_review': 4, 'P3_skip_or_low_value': 35}",30_extraction/tables/pdf_table_review_queue.csv
IMPL-213,llm,error,pass,"DeepSeek evidence candidate statuses={'candidate_for_second_evidence_review': 63, 'context_candidate_needs_sampling': 227, 'unclear_needs_sampling': 4, 'not_evidence_noise_or_empty': 35}",30_extraction/tables/pdf_table_review_queue.csv
IMPL-214,llm,error,pass,DeepSeek table local review statuses={'pass': 8},40_quality_evidence/deepseek_table_classification_review.csv
IMPL-215,llm,error,pass,DeepSeek evidence candidates covered tables=63,30_extraction/tables/pdf_table_evidence_candidates_deepseek.csv
IMPL-216,llm,error,pass,DeepSeek evidence candidate status counts={'needs_review': 592},30_extraction/tables/pdf_table_evidence_candidates_deepseek.csv
IMPL-217,llm,error,pass,DeepSeek evidence candidate executor counts={'deepseek': 592},30_extraction/tables/pdf_table_evidence_candidates_deepseek.csv
IMPL-218,llm,error,pass,DeepSeek evidence candidate task counts={'LLM-003': 592},30_extraction/tables/pdf_table_evidence_candidates_deepseek.csv
IMPL-219,llm,error,pass,DeepSeek evidence candidate invalid types=[],30_extraction/tables/pdf_table_evidence_candidates_deepseek.csv
IMPL-220,llm,info,pass,"DeepSeek evidence candidate type distribution={'commercial_supply': 86, 'consumption_spending': 149, 'poi_hot_visit': 325, 'time_peak': 10, 'visitor_flow': 22}",30_extraction/tables/pdf_table_evidence_candidates_deepseek.csv
IMPL-221,llm,error,pass,"DeepSeek evidence review priorities={'P0_flow_or_peak_numeric_check': 32, 'P0_spending_numeric_check': 123, 'P1_poi_hot_visit_row_check': 325, 'P1_supply_context_check': 86, 'P2_low_priority_or_no_candidate': 26}",30_extraction/tables/pdf_evidence_candidate_review_queue.csv
IMPL-222,llm,error,pass,DeepSeek evidence ledger gate counts={'needs_pdf_row_check_before_ledger': 592},30_extraction/tables/pdf_evidence_candidate_review_queue.csv
IMPL-223,llm,error,pass,DeepSeek evidence local review statuses={'pass': 12},40_quality_evidence/deepseek_evidence_candidates_review.csv
IMPL-224,llm,error,pass,DeepSeek entrance node status counts={'draft': 45},50_external_gis/amap_routes/amap_p0_entrance_node_semantic_draft_deepseek.csv
IMPL-225,llm,error,pass,DeepSeek entrance node executor counts={'deepseek': 45},50_external_gis/amap_routes/amap_p0_entrance_node_semantic_draft_deepseek.csv
IMPL-226,llm,error,pass,DeepSeek entrance node task counts={'LLM-011': 45},50_external_gis/amap_routes/amap_p0_entrance_node_semantic_draft_deepseek.csv
IMPL-227,llm,info,pass,"DeepSeek entrance node semantic types={'internal_facility_node': 8, 'nearby_commercial_or_wrong_match': 6, 'park_area_centroid_or_generic': 3, 'parking_access_node': 24, 'transit_or_station_node': 4}",50_external_gis/amap_routes/amap_p0_entrance_node_semantic_draft_deepseek.csv
IMPL-228,llm,error,pass,"entrance node local priorities={'P0_manual_check_gate_or_entrance': 20, 'P1_manual_check_parking_access': 7, 'P2_context_node_or_possible_wrong_match': 9, 'P3_unclear_manual_check': 9}",50_external_gis/amap_routes/amap_p0_entrance_node_semantic_review_queue.csv
IMPL-229,llm,error,pass,"entrance node final gates={'candidate_access_node_needs_official_or_field_confirmation': 20, 'secondary_access_node_needs_field_confirmation': 7, 'do_not_use_as_access_node_until_manual_review': 18}",50_external_gis/amap_routes/amap_p0_entrance_node_semantic_review_queue.csv
IMPL-230,llm,error,pass,DeepSeek entrance node local review statuses={'pass': 10},40_quality_evidence/deepseek_entrance_node_semantic_review.csv
IMPL-231,llm,error,pass,DeepSeek P0 package status counts={'needs_review': 7},70_outputs/processed_tables/p0_manual_verification_package_deepseek.csv
IMPL-232,llm,error,pass,DeepSeek P0 package executor counts={'deepseek': 7},70_outputs/processed_tables/p0_manual_verification_package_deepseek.csv
IMPL-233,llm,error,pass,DeepSeek P0 package task counts={'LLM-012': 7},70_outputs/processed_tables/p0_manual_verification_package_deepseek.csv
IMPL-234,llm,error,pass,DeepSeek P0 package P2 gates={'do_not_enter_p2_until_field_or_official_confirmation': 7},70_outputs/processed_tables/p0_manual_verification_package_deepseek.csv
IMPL-235,llm,error,pass,DeepSeek P0 package local review statuses={'pass': 8},40_quality_evidence/deepseek_p0_verification_package_review.csv
IMPL-236,llm,error,pass,"DeepSeek-first delegate distribution={'deepseek': 3, 'local_python': 2, 'codex': 1}",70_outputs/processed_tables/deepseek_first_task_queue.csv
IMPL-237,llm,error,pass,"DeepSeek-first output statuses={'completed': 3, 'needs_review': 3}",70_outputs/processed_tables/deepseek_first_task_queue.csv
IMPL-238,llm,error,pass,DeepSeek-first unexpected P2/checked claims=[],70_outputs/processed_tables/deepseek_first_task_queue.csv
IMPL-239,llm,error,pass,DeepSeek context sync local review statuses={'pass': 6},40_quality_evidence/deepseek_project_context_sync_review.csv
IMPL-240,llm,error,pass,P0 detail plan output statuses={'needs_review': 7},50_external_gis/amap_poi/amap_p0_detail_query_plan_deepseek.csv
IMPL-241,llm,error,pass,P0 detail plan gates={'do_not_enter_p2_until_field_or_official_confirmation': 7},50_external_gis/amap_poi/amap_p0_detail_query_plan_deepseek.csv
IMPL-242,llm,error,pass,P0 detail plan executors={'deepseek': 7},50_external_gis/amap_poi/amap_p0_detail_query_plan_deepseek.csv
IMPL-243,llm,error,pass,P0 detail plan task ids={'LLM-014': 7},50_external_gis/amap_poi/amap_p0_detail_query_plan_deepseek.csv
IMPL-244,llm,error,pass,P0 detail plan missing amap ids=[],50_external_gis/amap_poi/amap_p0_detail_query_plan_deepseek.csv
IMPL-245,llm,info,pass,P0 detail plan endpoint distribution={'https://restapi.amap.com/v5/place/detail': 7},50_external_gis/amap_poi/amap_p0_detail_query_plan_deepseek.csv
IMPL-246,llm,error,pass,P0 detail plan review statuses={'pass': 11},40_quality_evidence/deepseek_p0_detail_query_plan_review.csv
IMPL-247,data,error,pass,"P0 business fill verification statuses={'needs_field_verification': 2, 'partially_verified': 5}",70_outputs/processed_tables/p0_business_field_fill_amap.csv
IMPL-248,data,error,pass,P0 business fill rows with at least one verified field=5,70_outputs/processed_tables/p0_business_field_fill_amap.csv
IMPL-249,data,error,pass,"P0 enriched status counts={'detail_api_called_no_new_data': 2, 'detail_api_called_fields_confirmed': 5}",70_outputs/processed_tables/poi_supply_p0_followup_worklist_enriched.csv
IMPL-250,data,error,pass,P0 enriched P2 gates={'no': 7},70_outputs/processed_tables/poi_supply_p0_followup_worklist_enriched.csv
IMPL-251,data,info,pass,"P0 enriched detail status counts={'detail_api_called_no_new_data': 2, 'detail_api_called_fields_confirmed': 5}",70_outputs/processed_tables/poi_supply_p0_followup_worklist_enriched.csv
IMPL-252,llm,error,pass,P0 field checklist output statuses={'needs_review': 34},70_outputs/processed_tables/p0_field_verification_checklist_deepseek.csv
IMPL-253,llm,error,pass,P0 field checklist P2 gates={'do_not_enter_p2_until_field_or_official_confirmation': 34},70_outputs/processed_tables/p0_field_verification_checklist_deepseek.csv
IMPL-254,llm,error,pass,P0 field checklist executors={'deepseek': 34},70_outputs/processed_tables/p0_field_verification_checklist_deepseek.csv
IMPL-255,llm,error,pass,P0 field checklist task ids={'LLM-015': 34},70_outputs/processed_tables/p0_field_verification_checklist_deepseek.csv
IMPL-256,llm,error,pass,"P0 field checklist type counts={'p0_poi_business_and_authorization': 7, 'primary_access_node_field_check': 20, 'secondary_parking_or_visit_node_field_check': 7}",70_outputs/processed_tables/p0_field_verification_checklist_deepseek.csv
IMPL-257,llm,error,pass,P0 field checklist missing core text=[],70_outputs/processed_tables/p0_field_verification_checklist_deepseek.csv
IMPL-258,llm,error,pass,P0 field checklist review statuses={'pass': 11},40_quality_evidence/deepseek_p0_field_verification_checklist_review.csv
IMPL-259,github,info,pass,"tech-shrimp license distribution={'Apache-2.0': 2, 'MIT': 7, 'NOASSERTION': 16}",10_research/github_tech_shrimp/tech_shrimp_repos_gh_api_20260523.csv
IMPL-260,github,error,pass,"fork status counts={'forked': 24, 'failed': 1}",10_research/github_tech_shrimp/fork_results_20260523.csv
IMPL-261,github,warning,pass,failed fork is expected HTTP 451 WechatMoments,10_research/github_tech_shrimp/fork_results_20260523.csv
IMPL-262,files,error,pass,10_research/github_tech_shrimp/tech_shrimp_repos_gh_api_20260523.json json list rows=25,10_research/github_tech_shrimp/tech_shrimp_repos_gh_api_20260523.json
IMPL-263,files,error,pass,10_research/github_tech_shrimp/tech_shrimp_repos_combined_observed.json json list rows=25,10_research/github_tech_shrimp/tech_shrimp_repos_combined_observed.json
IMPL-264,files,error,pass,10_research/github_tech_shrimp/tech_shrimp_repos_partial.json json list rows=20,10_research/github_tech_shrimp/tech_shrimp_repos_partial.json
IMPL-265,llm,error,pass,DeepSeek smoke test status=ok,60_model/llm_runs/deepseek_smoke_test_latest.json
IMPL-266,llm,error,pass,DeepSeek smoke test model=deepseek-v4-pro,60_model/llm_runs/deepseek_smoke_test_latest.json
IMPL-267,external_api,error,pass,Amap smoke test status=ok,50_external_gis/amap_smoke_tests/amap_smoke_test_latest.json
IMPL-268,external_api,error,pass,Amap smoke test result_count=1,50_external_gis/amap_smoke_tests/amap_smoke_test_latest.json
IMPL-269,llm,error,pass,DeepSeek table classification classified_rows=329,60_model/llm_runs/deepseek_table_classification_progress.json
IMPL-270,llm,error,pass,DeepSeek table classification remaining_rows=0,60_model/llm_runs/deepseek_table_classification_progress.json
IMPL-271,llm,error,pass,DeepSeek table classification raw chunks=44,60_model/llm_runs/deepseek_table_classification_raw.jsonl
IMPL-272,llm,error,pass,DeepSeek evidence candidates completed_tables=63,60_model/llm_runs/deepseek_evidence_candidates_progress.json
IMPL-273,llm,error,pass,DeepSeek evidence candidates remaining_tables=0,60_model/llm_runs/deepseek_evidence_candidates_progress.json
IMPL-274,llm,error,pass,DeepSeek evidence candidates rows=592,60_model/llm_runs/deepseek_evidence_candidates_progress.json
IMPL-275,llm,error,pass,DeepSeek evidence candidates raw chunks=63,60_model/llm_runs/deepseek_evidence_candidates_raw.jsonl
IMPL-276,llm,error,pass,DeepSeek entrance node semantic classified_rows=45,60_model/llm_runs/deepseek_entrance_node_semantic_progress.json
IMPL-277,llm,error,pass,DeepSeek entrance node semantic remaining_rows=0,60_model/llm_runs/deepseek_entrance_node_semantic_progress.json
IMPL-278,llm,error,pass,DeepSeek entrance node semantic raw_chunks=6,60_model/llm_runs/deepseek_entrance_node_semantic_progress.json
IMPL-279,llm,error,pass,DeepSeek entrance node semantic raw chunks=6,60_model/llm_runs/deepseek_entrance_node_semantic_raw.jsonl
IMPL-280,llm,error,pass,DeepSeek P0 package work_items=7,60_model/llm_runs/deepseek_p0_verification_package_progress.json
IMPL-281,llm,error,pass,DeepSeek P0 package rows=7,60_model/llm_runs/deepseek_p0_verification_package_progress.json
IMPL-282,llm,error,pass,DeepSeek P0 package remaining_rows=0,60_model/llm_runs/deepseek_p0_verification_package_progress.json
IMPL-283,llm,error,pass,DeepSeek P0 package raw_chunks=1,60_model/llm_runs/deepseek_p0_verification_package_progress.json
IMPL-284,llm,error,pass,DeepSeek P0 package raw chunks=1,60_model/llm_runs/deepseek_p0_verification_package_raw.jsonl
IMPL-285,llm,error,pass,DeepSeek context sync text files=8,60_model/llm_runs/deepseek_project_context_sync_progress.json
IMPL-286,llm,error,pass,DeepSeek context sync csv files=6,60_model/llm_runs/deepseek_project_context_sync_progress.json
IMPL-287,llm,error,pass,DeepSeek context sync task queue rows=6,60_model/llm_runs/deepseek_project_context_sync_progress.json
IMPL-288,llm,error,pass,DeepSeek context sync raw_chunks=1,60_model/llm_runs/deepseek_project_context_sync_progress.json
IMPL-289,llm,error,pass,DeepSeek context sync output_status=needs_review,60_model/llm_runs/deepseek_project_context_sync_progress.json
IMPL-290,llm,error,pass,DeepSeek context sync raw chunks=1,60_model/llm_runs/deepseek_project_context_sync_raw.jsonl
IMPL-291,llm,error,pass,DeepSeek context sync latest output_status=needs_review,60_model/llm_runs/deepseek_project_context_sync_latest.json
IMPL-292,llm,error,pass,DeepSeek context sync latest task_queue rows=6,60_model/llm_runs/deepseek_project_context_sync_latest.json
IMPL-293,llm,error,pass,DeepSeek P0 detail plan work_items=7,60_model/llm_runs/deepseek_p0_detail_query_plan_progress.json
IMPL-294,llm,error,pass,DeepSeek P0 detail plan rows=7,60_model/llm_runs/deepseek_p0_detail_query_plan_progress.json
IMPL-295,llm,error,pass,DeepSeek P0 detail plan remaining_rows=0,60_model/llm_runs/deepseek_p0_detail_query_plan_progress.json
IMPL-296,llm,error,pass,DeepSeek P0 detail plan raw_chunks=1,60_model/llm_runs/deepseek_p0_detail_query_plan_progress.json
IMPL-297,llm,error,pass,DeepSeek P0 detail plan output_status=needs_review,60_model/llm_runs/deepseek_p0_detail_query_plan_progress.json
IMPL-298,llm,error,pass,DeepSeek P0 detail plan raw chunks=1,60_model/llm_runs/deepseek_p0_detail_query_plan_raw.jsonl
IMPL-299,llm,error,pass,DeepSeek P0 field checklist work_items=7,60_model/llm_runs/deepseek_p0_field_verification_checklist_progress.json
IMPL-300,llm,error,pass,DeepSeek P0 field checklist node_items=27,60_model/llm_runs/deepseek_p0_field_verification_checklist_progress.json
IMPL-301,llm,error,pass,DeepSeek P0 field checklist rows=34,60_model/llm_runs/deepseek_p0_field_verification_checklist_progress.json
IMPL-302,llm,error,pass,DeepSeek P0 field checklist raw_chunks=1,60_model/llm_runs/deepseek_p0_field_verification_checklist_progress.json
IMPL-303,llm,error,pass,DeepSeek P0 field checklist output_status=needs_review,60_model/llm_runs/deepseek_p0_field_verification_checklist_progress.json
IMPL-304,llm,error,pass,DeepSeek P0 field checklist raw chunks=1,60_model/llm_runs/deepseek_p0_field_verification_checklist_raw.jsonl
IMPL-305,files,error,pass,osm boundary geojson features=2,50_external_gis/boundaries/osm_park_boundaries.geojson
IMPL-306,files,error,pass,"osm boundary park ids=['sample_city_green_heart', 'sample_olympic_forest']",50_external_gis/boundaries/osm_park_boundaries.geojson
IMPL-307,scripts,error,pass,python compile failures=[],python -m py_compile
IMPL-308,scripts,error,pass,"amap dry run: exit=0, expected_text_found=True",C:\Users\Yy199\AppData\Local\Programs\Python\Python312\python.exe 50_external_gis/scripts/fetch_amap_poi.py --dry-run
IMPL-309,scripts,error,pass,poi supply review: exit=0,C:\Users\Yy199\AppData\Local\Programs\Python\Python312\python.exe 30_extraction/scripts/review_poi_supply_base.py
IMPL-310,scripts,error,pass,"amap spatial precheck rebuild: exit=0, expected_text_found=True",C:\Users\Yy199\AppData\Local\Programs\Python\Python312\python.exe 50_external_gis/scripts/build_amap_spatial_precheck.py
IMPL-311,scripts,error,pass,"amap boundary filter rebuild: exit=0, expected_text_found=True",C:\Users\Yy199\AppData\Local\Programs\Python\Python312\python.exe 50_external_gis/scripts/build_amap_boundary_filter.py
IMPL-312,scripts,error,pass,"in-park candidate review rebuild: exit=0, expected_text_found=True",C:\Users\Yy199\AppData\Local\Programs\Python\Python312\python.exe 50_external_gis/scripts/build_in_park_candidate_review.py
IMPL-313,llm,error,pass,loaded routes=15,60_model/src/llm_router.py
IMPL-314,llm,error,pass,LLM-001 routes to DeepSeek,60_model/configs/llm_task_routing.csv
IMPL-315,llm,error,pass,LLM-006 remains high-risk final conclusion,60_model/configs/llm_task_routing.csv
IMPL-316,llm,error,pass,LLM-009 remains Tier-2 needs_review,60_model/configs/llm_task_routing.csv
IMPL-317,llm,error,pass,LLM-010 remains Tier-2 needs_review,60_model/configs/llm_task_routing.csv
IMPL-318,llm,error,pass,LLM-011 entrance node semantic screening remains draft,60_model/configs/llm_task_routing.csv
IMPL-319,llm,error,pass,LLM-012 P0 verification package remains needs_review,60_model/configs/llm_task_routing.csv
IMPL-320,llm,error,pass,LLM-013 context sync remains needs_review,60_model/configs/llm_task_routing.csv
IMPL-321,llm,error,pass,LLM-014 P0 Amap detail query plan remains needs_review,60_model/configs/llm_task_routing.csv
IMPL-322,llm,error,pass,LLM-015 field verification checklist remains needs_review,60_model/configs/llm_task_routing.csv
IMPL-323,llm,error,pass,LLM-006 high-risk/non-DeepSeek guard triggered,60_model/src/llm_router.py
IMPL-324,llm,error,pass,DeepSeek key must come from environment,60_model/src/llm_router.py
IMPL-325,security,error,pass,sensitive matches=[],project text scan
IMPL-326,files,error,pass,mojibake placeholders=[],"rg ""[encoding-placeholder-cleared]"" equivalent"
IMPL-327,security,error,pass,.env.example keeps empty placeholders only,.env.example
IMPL-328,security,error,pass,.env has local DeepSeek key configured,.env
IMPL-329,security,error,pass,.env has local Amap key configured,.env
IMPL-330,security,error,pass,.gitignore excludes .env,.gitignore
IMPL-331,github,error,pass,gh repo list cocyuhao: exit=0,"gh repo list cocyuhao --limit 200 --json nameWithOwner,isFork,parent,url"
IMPL-332,github,error,pass,fork parent verification failures=[],gh repo list cocyuhao
IMPL-333,github,error,pass,archive repo contents: exit=0,gh api repos/cocyuhao/tech-shrimp-open-source-archive/contents
IMPL-334,github,error,pass,"archive root paths=['README.md', 'docs', 'manifests']",cocyuhao/tech-shrimp-open-source-archive
IMPL-335,github,error,pass,archive docs contents: exit=0,gh api repos/cocyuhao/tech-shrimp-open-source-archive/contents/docs
IMPL-336,github,error,pass,"archive docs paths=['docs/github_import_plan.md', 'docs/tech_shrimp_assessment.md']",cocyuhao/tech-shrimp-open-source-archive/docs
IMPL-337,github,error,pass,archive manifests contents: exit=0,gh api repos/cocyuhao/tech-shrimp-open-source-archive/contents/manifests
IMPL-338,github,error,pass,"archive manifests paths=['manifests/fork_results_20260523.csv', 'manifests/tech_shrimp_repos_gh_api_20260523.csv']",cocyuhao/tech-shrimp-open-source-archive/manifests
