table_id,source_file,page,table_index,row_count,column_count,topic_draft,topic_confidence,reason_draft,evidence_keywords_draft,output_status,executor,model,review_gate,llm_task_id,run_id
TBL-00086,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,90,1,6,4,tgi_preference,high,表格展示阅读类应用的人群覆盖度、北京市大盘及TGI指数,阅读/人群覆盖度/TGI/新闻/内容媒体,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022412Z
TBL-00087,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,91,1,11,4,tgi_preference,high,表格展示手机品牌细分占比、北京市大盘及TGI指数,手机品牌细分/占比/TGI/华为/VIVO,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022412Z
TBL-00088,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,92,1,11,4,tgi_preference,high,表格展示手机价格分段占比、北京市大盘及TGI指数,手机价格分段/占比/TGI/1001-2000/2001-3000,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022412Z
TBL-00089,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,14,1,12,9,empty_or_visual_noise,high,样本内容均为空列或百分比分隔符，无有意义数据,39.83%/////,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022412Z
TBL-00090,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,15,1,13,9,empty_or_visual_noise,high,样本内容均为空列或百分比分隔符，无有意义数据,41.78%/////,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022412Z
TBL-00091,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,16,1,12,9,empty_or_visual_noise,high,表格仅显示一个百分比和大量斜杠，无法构成有效信息,45.35%,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00092,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,17,1,10,13,empty_or_visual_noise,medium,表格包含少量百分比但几乎全为斜杠，结构不完整,"24.81%, 22.60%, 20.52%",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00093,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,18,1,12,9,empty_or_visual_noise,high,表格仅有一个百分比和大量斜杠，信息缺失,45.38%,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00094,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,20,1,3,3,origin_residence_work,high,表格列出工作地城市排名及对应人数，属于来源地/工作地分析,"工作地城市, 排名, 人数, 河北省-廊坊市, 天津市-天津市",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00095,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,21,1,11,3,origin_residence_work,high,表格列出工作地区县排名及人数，属于来源地/工作地分析,"工作地区县, 排名, 人数, 北京市-昌平区, 北京市-海淀区",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00096,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,21,2,3,3,origin_residence_work,high,表格继续列出工作地区县排名及人数，延续同一主题,"工作地区县, 排名, 人数, 北京市-房山区, 北京市-门头沟区",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00097,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,22,1,10,5,empty_or_visual_noise,high,表格仅有一个百分比和大量斜杠，无实质信息,68.19%,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00098,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,23,1,11,3,origin_residence_work,high,表格列出具体工作地名称及占比，属于来源地/工作地分析,"工作地名称, 排名, 占比, 小米移动互联网产业园, 北京大学",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00099,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,23,2,11,3,origin_residence_work,high,表格列出了游客居住地排名及占比，直接反映客群居住来源地特征,"['居住地名称', '占比', '天通西苑3区']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00100,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,24,1,11,3,origin_residence_work,high,表格列出了游客工作地排名及占比，直接反映客群工作来源地特征,"['工作地名称', '占比', '国家网球中心']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00101,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,24,2,11,3,origin_residence_work,high,表格列出了游客居住地排名及占比，直接反映客群居住来源地特征,"['居住地名称', '占比', '京师园']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00102,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,25,1,11,3,origin_residence_work,high,表格列出了游客工作地排名及占比，直接反映客群工作来源地特征,"['工作地名称', '占比', '小米移动互联网产业园']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00103,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,25,2,11,3,origin_residence_work,high,表格列出了游客居住地排名及占比，直接反映客群居住来源地特征,"['居住地名称', '占比', '天通西苑3区']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00104,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,26,1,4,5,poi_hot_visit,high,表格为餐饮类POI指数排名，包含人均消费等扩展信息，属于热门到访POI分析,"['POI名称', '指数', '人均消费', '新净雅']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00105,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,27,1,11,5,poi_hot_visit,high,表格为企业类POI指数排名，属于热门到访POI分析，体现访客集中度,"['POI名称', '指数', '天九共享电商集团']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00106,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,28,1,7,5,poi_hot_visit,high,表格为商业/运动类POI指数排名，属于热门到访POI分析，体现访客兴趣点,"['POI名称', '指数', '跑步俱乐部']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00107,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,29,1,2,5,empty_or_visual_noise,high,表格内容显示样本量不足建议扩大分析范围，无实际数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00108,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,30,1,5,5,poi_hot_visit,high,表格列出具体POI名称及指数，反映热力排名,"POI名称, 指数, 漫咖啡, 爱伴·布鲁豪斯游乐场",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00109,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,31,1,3,5,poi_hot_visit,high,表格列出具体POI名称及指数，反映热力排名,"POI名称, 指数, 国家网球中心莲花球场, 悦健达专项体能·康复·普拉提运动中心",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00110,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,32,1,2,5,empty_or_visual_noise,high,表格内容显示样本量不足，无实际可分析数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00111,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,33,1,2,5,empty_or_visual_noise,high,表格内容显示样本量不足，无实际可分析数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00112,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,34,1,2,5,empty_or_visual_noise,high,表格内容显示样本量不足，无实际可分析数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00113,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,35,1,11,5,poi_hot_visit,high,表格列出景区级别及指数，反映POI热力与景区属性,"POI名称, 指数, 景区级别aaaaa, 北京奥林匹克公园, 奥林匹克森林公园",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00114,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,36,1,2,5,empty_or_visual_noise,high,表格内容显示样本量不足，无实际数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00115,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,37,1,5,5,poi_hot_visit,high,表格列出POI名称与指数，呈现热门POI访问热度排序,"排序, POI名称, 指数",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00116,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,38,1,2,5,empty_or_visual_noise,high,表格内容为样本量不足提示，无有效数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00117,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,39,1,2,5,poi_hot_visit,high,表格列出POI名称与指数，呈现热门POI访问热度排序,"排序, POI名称, 指数",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00118,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,40,1,4,5,poi_hot_visit,high,表格列出POI名称与指数，呈现热门POI访问热度排序,"排序, POI名称, 指数",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00119,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,41,1,4,5,poi_hot_visit,high,表格列出POI名称、指数及扩展信息，呈现热门POI访问热度排序,"排序, POI名称, 指数, 人均消费",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00120,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,42,1,11,5,poi_hot_visit,high,表格列出企业POI名称与指数，呈现热门POI访问热度排序,"排序, POI名称, 指数",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00121,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,43,1,7,5,poi_hot_visit,high,表格列出POI名称与指数，呈现热门POI访问热度排序,"排序, POI名称, 指数",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00122,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,44,1,2,5,empty_or_visual_noise,high,表格内容为样本量不足提示，无有效数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00123,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,45,1,5,5,poi_hot_visit,high,表格列出咖啡店等POI及其指数，反映POI访问热度。,"['POI名称', '指数']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00124,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,46,1,3,5,poi_hot_visit,high,表格列出运动场馆等POI及其指数，反映POI访问热度。,"['POI名称', '指数']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00125,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,47,1,2,5,other,medium,表格内容为样本量不足提示，无实际分析数据，不属于给定主题。,['样本量不足建议扩大分析范围'],draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00126,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,48,1,2,5,other,medium,表格内容为样本量不足提示，无实际分析数据，不属于给定主题。,['样本量不足建议扩大分析范围'],draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00127,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,49,1,2,5,other,medium,表格内容为样本量不足提示，无实际分析数据，不属于给定主题。,['样本量不足建议扩大分析范围'],draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00128,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,50,1,11,5,poi_hot_visit,high,表格列出景区POI及其指数，反映POI访问热度。,"['POI名称', '指数', '景区级别aaaaa']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00129,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,51,1,2,5,other,medium,表格内容为样本量不足提示，无实际分析数据，不属于给定主题。,['样本量不足建议扩大分析范围'],draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00130,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,52,1,5,5,poi_hot_visit,high,表格列出学校、运动中心等POI及其指数，反映POI访问热度。,"['POI名称', '指数']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00131,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,53,1,2,5,empty_or_visual_noise,high,表格样本量不足，建议扩大分析范围，无有效数据,['样本量不足建议扩大分析范围'],draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00132,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,54,1,2,5,poi_hot_visit,medium,POI名称与指数排名，疑似POI热度指数榜单,"['POI名称', '指数', '森林公园南码头', '奥林匹克公园']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00133,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,55,1,4,5,poi_hot_visit,medium,POI名称与指数排名，疑似POI热度指数榜单,"['POI名称', '指数', '特立·奥森国际体育文化中心', '北京信托b座']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00134,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,56,1,2,3,empty_or_visual_noise,high,样本量不足建议扩大分析范围，无有效数据,['样本量不足建议扩大分析范围'],draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00135,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,57,1,2,3,commercial_supply,medium,品牌名称与指数排名，可能反映商业品牌供应热度,"['品牌名称', '指数', '罗森']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00136,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,58,1,2,3,empty_or_visual_noise,high,样本量不足建议扩大分析范围，无有效数据,['样本量不足建议扩大分析范围'],draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00137,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,59,1,2,3,commercial_supply,medium,品牌名称与指数排名，可能反映商业品牌供应热度,"['品牌名称', '指数', '漫咖啡']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00138,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,60,1,2,3,empty_or_visual_noise,high,样本量不足建议扩大分析范围，无有效数据,['样本量不足建议扩大分析范围'],draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00139,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,61,1,2,3,empty_or_visual_noise,high,表格样本仅包含'样本量不足建议扩大分析范围'提示，无实质数据，视为无效表格。,样本量不足,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00140,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,62,1,2,3,empty_or_visual_noise,high,表格样本仅包含'样本量不足建议扩大分析范围'提示，无实质数据，视为无效表格。,样本量不足,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00141,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,63,1,2,3,empty_or_visual_noise,high,表格样本仅包含'样本量不足建议扩大分析范围'提示，无实质数据，视为无效表格。,样本量不足,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00142,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,64,1,2,3,empty_or_visual_noise,high,表格样本仅包含'样本量不足建议扩大分析范围'提示，无实质数据，视为无效表格。,样本量不足,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00143,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,65,1,2,3,empty_or_visual_noise,high,表格样本仅包含'样本量不足建议扩大分析范围'提示，无实质数据，视为无效表格。,样本量不足,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00144,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,66,1,2,3,empty_or_visual_noise,high,表格样本仅包含'样本量不足建议扩大分析范围'提示，无实质数据，视为无效表格。,样本量不足,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00145,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,67,1,2,3,empty_or_visual_noise,high,表格样本仅包含'样本量不足建议扩大分析范围'提示，无实质数据，视为无效表格。,样本量不足,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00146,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,68,1,2,3,empty_or_visual_noise,high,表格样本仅包含'样本量不足建议扩大分析范围'提示，无实质数据，视为无效表格。,样本量不足,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00147,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,69,1,2,3,tgi_preference,medium,表中包含品牌名称和指数，指数可能表示品牌偏好或TGI指数,"品牌名称, 指数",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00148,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,70,1,2,3,empty_or_visual_noise,high,样本明确指出样本量不足，建议扩大分析范围，无有效数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00149,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,71,1,2,3,empty_or_visual_noise,high,样本明确指出样本量不足，建议扩大分析范围，无有效数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00150,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,72,1,2,3,empty_or_visual_noise,high,样本明确指出样本量不足，建议扩大分析范围，无有效数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00151,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,73,1,2,3,empty_or_visual_noise,high,样本明确指出样本量不足，建议扩大分析范围，无有效数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00152,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,74,1,2,3,empty_or_visual_noise,high,样本明确指出样本量不足，建议扩大分析范围，无有效数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00153,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,75,1,2,3,empty_or_visual_noise,high,样本明确指出样本量不足，建议扩大分析范围，无有效数据,样本量不足建议扩大分析范围,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00154,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,76,1,11,2,demographic_profile,high,表格展示常驻城市的占比分布，属于人口统计特征,"常驻城市, 占比",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00155,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,77,1,11,2,demographic_profile,high,表格展示常驻区县占比分布，属于人群地理分布特征，可归入人口统计画像。,"常驻区县V2, 占比, 朝阳区, 海淀区",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00156,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,78,1,11,2,demographic_profile,high,表格展示活跃商圈人群覆盖度，反映人群的空间聚集特征，属于人口统计画像。,"活跃商圈v2, 人群覆盖度, 回龙观, 奥林匹克公园",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00157,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,79,1,11,2,demographic_profile,high,表格展示常驻省份占比，是客群地理来源构成，属于人口统计画像。,"常驻省份, 占比, 北京市, 河北省",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00158,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,80,1,11,2,demographic_profile,high,表格展示家乡地占比，反映人群籍贯分布，属于人口统计画像。,"家乡地V2, 占比, 北京市, 保定市",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00159,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,81,1,11,2,demographic_profile,high,表格展示在读学校占比，反映人群教育构成，属于人口统计画像。,"在读学校, 占比, 中国农业大学, 清华大学",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00160,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,82,1,11,4,demographic_profile,high,表格展示职业细分占比及TGI，是典型的人群职业画像特征，属于人口统计画像。,"职业细分, 占比, TGI, 软件工程师, 网络销售",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00161,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,83,1,11,4,demographic_profile,high,表格展示所在行业占比及TGI，属于人群行业画像，归入人口统计画像。,"所在行业, 占比, TGI, IT互联网, 教育",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00162,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,84,1,8,4,demographic_profile,high,表格展示学历占比及TGI，是常见的人口统计画像维度。,"学历, 占比, TGI, 本科, 初中",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00163,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,85,1,8,4,origin_residence_work,high,表格展示职住距离分布，包含1公里内、1-3公里等距离段占比及TGI，直接反映居住与工作地的空间关系。,"职住距离, 占比, TGI, 1公里内, 1-3公里",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00164,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,86,1,6,4,demographic_profile,high,表格列出人生阶段（上班族、大学生）的占比和TGI，属于人口社会学特征。,"人生阶段, 占比, TGI, 上班族, 大学生",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00165,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,87,1,4,4,demographic_profile,high,表格展示婚育状态（已育、未婚）占比及TGI，属于人口属性。,"婚育状态, 占比, TGI, 已育, 未婚",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00166,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,88,1,3,4,demographic_profile,high,表格为性别占比和TGI，是基础人口统计特征。,"性别, 占比, TGI, 男, 女",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00167,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,89,1,9,4,demographic_profile,high,表格按年龄段（46-60、31-35等）展示占比及TGI，属于年龄结构分析。,"年龄, 占比, TGI, 46-60, 31-35",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00168,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,90,1,3,4,demographic_profile,high,表格再次呈现性别占比和TGI，属于人口性别构成。,"性别, 占比, TGI, 男, 女",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00169,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,91,1,11,4,demographic_profile,high,表格细分职业（软件工程师、投资/理财顾问）并给出占比和TGI，属于职业画像。,"职业细分, 占比, TGI, 软件工程师, 投资/理财顾问",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00170,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,92,1,4,4,demographic_profile,high,表格为人生阶段（上班族、大学生）占比及TGI，是人群人生阶段特征。,"人生阶段, 占比, TGI, 上班族, 大学生",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T022838Z
TBL-00171,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,93,1,8,4,origin_residence_work,high,职住距离分布与TGI对比，直接反映居住与工作地关系,"职住距离, 占比, TGI, 5-10公里, 15-25公里",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00172,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,94,1,4,4,demographic_profile,high,婚育状态占比与TGI，属于人口属性画像,"婚育状态, 占比, TGI, 已育, 未婚",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
