candidate_id,table_id,source_file,page,table_index,topic_draft,candidate_type,metric_name_draft,subject_draft,value_draft,unit_draft,period_or_scope_draft,source_row_text_draft,source_column_hint,extraction_confidence,review_reason,output_status,executor,model,review_gate,llm_task_id,run_id
EV-CAND-0138,TBL-00016,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,20,1,poi_hot_visit,poi_hot_visit,指数,全国农业展览馆,3739,,,2 全国农业展览馆 3739 12 中国科学技术馆 3327,指数,high,从热门到访表中抽取POI名称及指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0139,TBL-00016,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,20,1,poi_hot_visit,poi_hot_visit,指数,北京展览馆,3549,,,6 北京展览馆 3549 16 中华民族博物院(北园) 3284,指数,high,从热门到访表中抽取POI名称及指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0140,TBL-00016,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,20,1,poi_hot_visit,poi_hot_visit,指数,首都博物馆,3293,,,5 中国电影博物馆 3596 15 首都博物馆 3293,指数,high,从热门到访表中抽取POI名称及指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0141,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,中国人民大学(东校区),4853,,20221023-20231022,2 中国人民大学(东校区) 4853,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0142,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,中国传媒大学,4905,,20221023-20231022,1 中国传媒大学 4905,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0143,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,中国农业大学(西校区),4428,,20221023-20231022,12 中国农业大学(西校区) 4428,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0144,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,北京化工大学(东校区),4476,,20221023-20231022,11 北京化工大学(东校区) 4476,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0145,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,北京外国语大学,4629,,20221023-20231022,6 北京外国语大学 4629,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0146,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,北京大学,4838,,20221023-20231022,3 北京大学 4838,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0147,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,北京工业大学,4491,,20221023-20231022,10 北京工业大学 4491,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0148,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,北京理工大学,4587,,20221023-20231022,8 北京理工大学 4587,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0149,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,北京科技大学,4785,,20221023-20231022,4 北京科技大学 4785,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0150,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,北京联合大学,4680,,20221023-20231022,5 北京联合大学 4680,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0151,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,北京航空航天大学,4618,,20221023-20231022,7 北京航空航天大学 4618,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0152,TBL-00017,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,poi_hot_visit,poi_hot_visit,POI热门指数,清华大学,4579,,20221023-20231022,9 清华大学 4579,"排序, POI名称, 指数",high,需人工确认指数含义及单位,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0153,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,中国农业银行(银街支行),3780,,2022-10-23至2023-10-22,"6,中国农业银行(银街支行),3780,,,,,",指数,high,排名第6的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0154,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,中国工商银行(北京大望路支行),3968,,2022-10-23至2023-10-22,"3,中国工商银行(北京大望路支行),3968,,,,,",指数,high,排名第3的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0155,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,中国工商银行(北京长椿街支行),3982,,2022-10-23至2023-10-22,"2,中国工商银行(北京长椿街支行),3982,,12,北京银行(前门文创支行),3619,",指数,high,排名第2的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0156,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,中国银行(乐成中心支行),3721,,2022-10-23至2023-10-22,"9,中国银行(乐成中心支行),3721,,,,,",指数,high,排名第9的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0157,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,交通银行(北京酒仙桥支行),3642,,2022-10-23至2023-10-22,"1,北京银行(总行营业部),4140,,11,交通银行(北京酒仙桥支行),3642,",指数,high,排名第11的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0158,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,北京银行(前门文创支行),3619,,2022-10-23至2023-10-22,"2,中国工商银行(北京长椿街支行),3982,,12,北京银行(前门文创支行),3619,",指数,high,排名第12的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0159,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,北京银行(华安支行),3783,,2022-10-23至2023-10-22,"5,北京银行(华安支行),3783,,,,,",指数,high,排名第5的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0160,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,北京银行(国际新城支行),3753,,2022-10-23至2023-10-22,"8,北京银行(国际新城支行),3753,,,,,",指数,high,排名第8的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0161,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,北京银行(总行营业部),4140,,2022-10-23至2023-10-22,"1,北京银行(总行营业部),4140,,11,交通银行(北京酒仙桥支行),3642,",指数,high,排名第1的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0162,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,北京银行(红星支行),3651,,2022-10-23至2023-10-22,"10,北京银行(红星支行),3651,,,,,",指数,high,排名第10的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0163,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,南京银行(北京分行营业部),3797,,2022-10-23至2023-10-22,"4,南京银行(北京分行营业部),3797,,,,,",指数,high,排名第4的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0164,TBL-00018,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,poi_hot_visit,poi_hot_visit,热门到访指数,平安银行(北京东三环支行),3773,,2022-10-23至2023-10-22,"7,平安银行(北京东三环支行),3773,,,,,",指数,high,排名第7的POI，指数数值清晰,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0165,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,北京丰台站,4556,指数,20221023-20231022,8 北京丰台站 4556,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0166,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,北京南站,5111,指数,20221023-20231022,2 北京南站 5111,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0167,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,北京大兴国际机场,5026,指数,20221023-20231022,3 北京大兴国际机场 5026,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0168,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,北京大兴国际机场航站楼,4205,指数,20221023-20231022,12 北京大兴国际机场航站楼 4205,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0169,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,北京朝阳站,4786,指数,20221023-20231022,5 北京朝阳站 4786,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0170,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,北京西站,4883,指数,20221023-20231022,4 北京西站 4883,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0171,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,北京首都国际机场,5287,指数,20221023-20231022,1 北京首都国际机场 5287,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0172,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,北京首都国际机场t2航站楼,4296,指数,20221023-20231022,11 北京首都国际机场t2航站楼 4296,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0173,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,北京首都国际机场t3航站楼,4727,指数,20221023-20231022,6 北京首都国际机场t3航站楼 4727,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0174,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,北京首都国际机场t3航站楼c 区,4688,指数,20221023-20231022,7 北京首都国际机场t3航站楼c 区 4688,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0175,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,收费站(出口方向),4421,指数,20221023-20231022,10 收费站(出口方向) 4421,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0176,TBL-00019,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,poi_hot_visit,poi_hot_visit,指数,清河站,4555,指数,20221023-20231022,9 清河站 4555,"列:排序,POI名称,指数",high,指数数值清晰，需人工确认POI名称准确性,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0177,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,中关村,5256,,,"[""5"", ""中关村"", ""5256"", """", """", """", """", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0178,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,中国(北京)自由贸易试验区国 际商务服务片区,6304,,,"[""1"", ""中国(北京)自由贸易试验区国 际商务服务片区"", ""6304"", """", ""11"", ""朗芳园"", ""5094"", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0179,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,中国(北京)自由贸易试验区高端产业片区,5473,,,"[""4"", ""中国(北京)自由贸易试验区高端产业片区"", ""5473"", """", ""14"", ""北京通州富力中心"", ""5032"", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0180,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,北京商务中心区(北京cbd),5941,,,"[""2"", ""北京商务中心区(北京cbd)"", ""5941"", """", """", """", """", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0181,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,华业·东方玫瑰a区,5057,,,"["""", """", """", """", ""12"", ""华业·东方玫瑰a区"", ""5057"", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0182,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,太玉园,5252,,,"[""6"", ""太玉园"", ""5252"", """", """", """", """", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0183,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,时尚街区,5142,,,"[""10"", ""时尚街区"", ""5142"", """", """", """", """", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0184,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,朗芳园,5094,,,"[""1"", ""中国(北京)自由贸易试验区国 际商务服务片区"", ""6304"", """", ""11"", ""朗芳园"", ""5094"", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0185,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,未来科学城,5646,,,"[""3"", ""未来科学城"", ""5646"", """", """", """", """", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0186,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,环湖小镇,5147,,,"[""9"", ""环湖小镇"", ""5147"", """", """", """", """", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0187,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,科技园区,5148,,,"[""8"", ""科技园区"", ""5148"", """", """", """", """", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0188,TBL-00020,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,poi_hot_visit,poi_hot_visit,热度指数,西富河园,5179,,,"[""7"", ""西富河园"", ""5179"", """", """", """", """", """"]","排序, POI名称, 指数, 扩展信息",high,热门到访POI排名表，指数数值与名称对应明确，需人工复核POI名称和指数,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0189,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,南城香,4416,,,5 南城香 4416,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0190,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,味多美,4242,,,8 味多美 4242,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0191,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,四季民福烤鸭店,4209,,,9 四季民福烤鸭店 4209,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0192,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,奈雪の茶,4255,,,6 奈雪の茶 4255,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0193,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,必胜客,4607,,,3 必胜客 4607,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0194,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,旺顺阁鱼头泡饼店,4098,,,12 旺顺阁鱼头泡饼店 4098,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0195,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,永顺炸鸡,4117,,,11 永顺炸鸡 4117,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0196,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,玉林烤鸭店,4245,,,7 玉林烤鸭店 4245,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0197,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,聚宝源,4208,,,10 聚宝源 4208,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0198,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,聚点串吧,4539,,,4 聚点串吧 4539,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0199,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,肯德基,4779,,,2 肯德基 4779,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0200,TBL-00021,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,poi_hot_visit,poi_hot_visit,品牌指数,麦当劳,5084,,,1 麦当劳 5084,"排序, 品牌名称, 指数",high,表格提供品牌指数排名，数字明确、品牌清楚，可二次复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0201,TBL-00022,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,26,1,poi_hot_visit,poi_hot_visit,指数,万达广场,5407,指数,20221023-20231022,2 万达广场 5407 12 北京华联 4423,品牌名称/指数,high,数值明确，直接提取,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0202,TBL-00022,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,26,1,poi_hot_visit,poi_hot_visit,指数,京妮儿童汇,4468,指数,20221023-20231022,1 便利蜂 5544 11 京妮儿童汇 4468,品牌名称/指数,high,数值明确，直接提取,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0203,TBL-00022,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,26,1,poi_hot_visit,poi_hot_visit,指数,便利蜂,5544,指数,20221023-20231022,1 便利蜂 5544 11 京妮儿童汇 4468,品牌名称/指数,high,数值明确，直接提取,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0204,TBL-00022,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,26,1,poi_hot_visit,poi_hot_visit,指数,凯德广场,4790,指数,20221023-20231022,5 凯德广场 4790 15 物美大卖场 4356,品牌名称/指数,high,数值明确，直接提取,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0205,TBL-00022,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,26,1,poi_hot_visit,poi_hot_visit,指数,北京华联,4423,指数,20221023-20231022,2 万达广场 5407 12 北京华联 4423,品牌名称/指数,high,数值明确，直接提取,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0206,TBL-00022,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,26,1,poi_hot_visit,poi_hot_visit,指数,大悦城,4729,指数,20221023-20231022,6 大悦城 4729 16 居然之家 4345,品牌名称/指数,high,数值明确，直接提取,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
