candidate_review_id,candidate_id,table_id,source_file,page,topic_draft,candidate_type,metric_name_draft,subject_draft,value_draft,unit_draft,source_row_text_draft,extraction_confidence,candidate_review_priority,ledger_entry_status,review_instruction,output_status
EV-REVIEW-0556,EV-CAND-0556,TBL-00215,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,137,consumption_spending,consumption_spending,酒店消费占比,消费区间：2000元以上,3.04,%,2000元以上 3.04% 2.01% 151,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0557,EV-CAND-0557,TBL-00215,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,137,consumption_spending,consumption_spending,酒店消费占比,消费区间：301-450元,21.19,%,301-450元 21.19% 25.58% 82,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0558,EV-CAND-0558,TBL-00215,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,137,consumption_spending,consumption_spending,酒店消费占比,消费区间：451-600元,20.60,%,451-600元 20.60% 18.87% 109,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0559,EV-CAND-0559,TBL-00215,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,137,consumption_spending,consumption_spending,酒店消费占比,消费区间：601-800元,16.99,%,601-800元 16.99% 11.25% 150,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0560,EV-CAND-0560,TBL-00215,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,137,consumption_spending,consumption_spending,酒店消费占比,消费区间：801-1000元,8.04,%,801-1000元 8.04% 5.88% 136,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0566,EV-CAND-0566,TBL-00216,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,138,consumption_spending,consumption_spending,占比,全国消费水平v2-中消费水平,0.80,%,中 0.80% 2.45% 32,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0567,EV-CAND-0567,TBL-00216,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,138,consumption_spending,consumption_spending,占比,全国消费水平v2-低消费水平,0.88,%,低 0.88% 1.36% 64,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0568,EV-CAND-0568,TBL-00216,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,138,consumption_spending,consumption_spending,占比,全国消费水平v2-次低消费水平,0.14,%,次低 0.14% 0.23% 60,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0569,EV-CAND-0569,TBL-00216,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,138,consumption_spending,consumption_spending,占比,全国消费水平v2-次高消费水平,17.71,%,次高 17.71% 36.43% 48,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0570,EV-CAND-0570,TBL-00216,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,138,consumption_spending,consumption_spending,占比,全国消费水平v2-高消费水平,80.47,%,高 80.47% 59.53% 135,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0571,EV-CAND-0571,TBL-00217,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,consumption_spending,consumption_spending,消费水平中人群TGI,奥林匹克森林公园区域,105,无,中 39.38% 37.47% 105,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0572,EV-CAND-0572,TBL-00217,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,consumption_spending,consumption_spending,消费水平中人群占比,奥林匹克森林公园区域,39.38,%,中 39.38% 37.47% 105,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0573,EV-CAND-0573,TBL-00217,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,consumption_spending,consumption_spending,消费水平低人群TGI,奥林匹克森林公园区域,19,无,低 1.98% 10.00% 19,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0574,EV-CAND-0574,TBL-00217,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,consumption_spending,consumption_spending,消费水平低人群占比,奥林匹克森林公园区域,1.98,%,低 1.98% 10.00% 19,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0575,EV-CAND-0575,TBL-00217,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,consumption_spending,consumption_spending,消费水平次低人群TGI,奥林匹克森林公园区域,40,无,次低 8.09% 19.99% 40,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0576,EV-CAND-0576,TBL-00217,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,consumption_spending,consumption_spending,消费水平次低人群占比,奥林匹克森林公园区域,8.09,%,次低 8.09% 19.99% 40,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0577,EV-CAND-0577,TBL-00217,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,consumption_spending,consumption_spending,消费水平次高人群TGI,奥林匹克森林公园区域,135,无,次高 30.57% 22.54% 135,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0578,EV-CAND-0578,TBL-00217,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,consumption_spending,consumption_spending,消费水平次高人群占比,奥林匹克森林公园区域,30.57,%,次高 30.57% 22.54% 135,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0579,EV-CAND-0579,TBL-00217,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,consumption_spending,consumption_spending,消费水平高人群TGI,奥林匹克森林公园区域,199,无,高 19.97% 10.00% 199,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0580,EV-CAND-0580,TBL-00217,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,consumption_spending,consumption_spending,消费水平高人群占比,奥林匹克森林公园区域,19.97,%,高 19.97% 10.00% 199,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0581,EV-CAND-0581,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次TGI,1-2次,85,,"1-2次, 36.08%, 42.20%, 85",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0582,EV-CAND-0582,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次TGI,11次及以上,129,,"11次及以上, 25.30%, 19.52%, 129",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0583,EV-CAND-0583,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次TGI,3-4次,90,,"3-4次, 14.75%, 16.27%, 90",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0584,EV-CAND-0584,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次TGI,5-6次,103,,"5-6次, 10.34%, 10.01%, 103",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0585,EV-CAND-0585,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次TGI,7-8次,110,,"7-8次, 7.67%, 6.94%, 110",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0586,EV-CAND-0586,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次TGI,9-10次,115,,"9-10次, 5.86%, 5.05%, 115",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0587,EV-CAND-0587,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次占比,1-2次,36.08,%,"1-2次, 36.08%, 42.20%, 85",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0588,EV-CAND-0588,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次占比,11次及以上,25.30,%,"11次及以上, 25.30%, 19.52%, 129",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0589,EV-CAND-0589,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次占比,3-4次,14.75,%,"3-4次, 14.75%, 16.27%, 90",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0590,EV-CAND-0590,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次占比,5-6次,10.34,%,"5-6次, 10.34%, 10.01%, 103",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0591,EV-CAND-0591,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次占比,7-8次,7.67,%,"7-8次, 7.67%, 6.94%, 110",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0592,EV-CAND-0592,TBL-00218,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,consumption_spending,consumption_spending,餐饮消费频次占比,9-10次,5.86,%,"9-10次, 5.86%, 5.05%, 115",high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0001,EV-CAND-0001,TBL-00005,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,9,poi_hot_visit,poi_hot_visit,POI热度指数,北京宴(通州大运河店),2624,,1 北京宴(通州大运河店) 2624 人均消费434元,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0002,EV-CAND-0002,TBL-00005,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,9,poi_hot_visit,poi_hot_visit,POI热度指数,熙僖小馆(副中心绿心公园店),2079,,2 熙僖小馆(副中心绿心公园店) 2079 人均消费118元,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0003,EV-CAND-0003,TBL-00005,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,9,poi_hot_visit,poi_hot_visit,POI热度指数,砖城徽菜,845,,4 砖城徽菜 845 人均消费203元,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0004,EV-CAND-0004,TBL-00005,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,9,poi_hot_visit,poi_hot_visit,POI热度指数,金鼎轩·南北家乡菜(绿心路分店),845,,3 金鼎轩·南北家乡菜(绿心路分 店) 845 人均消费95元,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0005,EV-CAND-0005,TBL-00005,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,9,poi_hot_visit,poi_hot_visit,人均消费金额,北京宴(通州大运河店),434,元,1 北京宴(通州大运河店) 2624 人均消费434元,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0006,EV-CAND-0006,TBL-00005,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,9,poi_hot_visit,poi_hot_visit,人均消费金额,熙僖小馆(副中心绿心公园店),118,元,2 熙僖小馆(副中心绿心公园店) 2079 人均消费118元,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0007,EV-CAND-0007,TBL-00005,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,9,poi_hot_visit,poi_hot_visit,人均消费金额,砖城徽菜,203,元,4 砖城徽菜 845 人均消费203元,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0008,EV-CAND-0008,TBL-00005,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,9,poi_hot_visit,poi_hot_visit,人均消费金额,金鼎轩·南北家乡菜(绿心路分店),95,元,3 金鼎轩·南北家乡菜(绿心路分 店) 845 人均消费95元,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0009,EV-CAND-0009,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,丰茂烤串(五道口店),3770,,16 丰茂烤串(五道口店) 3770,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0010,EV-CAND-0010,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,北门涮肉(南锣鼓巷店),4033,,5 北门涮肉(南锣鼓巷店) 4033,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0011,EV-CAND-0011,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,四季民福烤鸭店(和平里店),3795,,15 四季民福烤鸭店(和平里店) 3795,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0012,EV-CAND-0012,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,必胜客(南锣鼓巷店),3812,,11 必胜客(南锣鼓巷店) 3812,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0013,EV-CAND-0013,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,必胜客(朝阳大悦城店),4075,,3 必胜客(朝阳大悦城店) 4075,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0014,EV-CAND-0014,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,旺顺阁鱼头泡饼店(大望路店),3770,,17 旺顺阁鱼头泡饼店(大望路店) 3770,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0015,EV-CAND-0015,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,福兰德酒楼(龙旺庄店),3973,,6 福兰德酒楼(龙旺庄店) 3973,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0016,EV-CAND-0016,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,簋街,4807,,1 簋街 4807,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0017,EV-CAND-0017,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,聚点串吧(团结湖店),3798,,14 聚点串吧(团结湖店) 3798,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0018,EV-CAND-0018,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,肯德基(珠市口大街店),3959,,7 肯德基(珠市口大街店) 3959,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0019,EV-CAND-0019,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,金掌勺(大山子店),3799,,13 金掌勺(大山子店) 3799,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0020,EV-CAND-0020,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,poi_hot_visit,poi_hot_visit,热门到访指数,麦当劳(物资学院店),4073,,4 麦当劳(物资学院店) 4073,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0057,EV-CAND-0057,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,costa coffee(雍和宫店),3709,,2 欢乐谷 4320 12 costa coffee(雍和宫店) 3709,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0058,EV-CAND-0058,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,starbucks coffee(中国国际 贸易中心店),3904,,8 starbucks coffee(中国国际 贸易中心店) 3904 18 四季雨果咖啡(朝阳站东广场 店) 3614,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0059,EV-CAND-0059,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,北京环球度假区,5048,,1 北京环球度假区 5048 11 瑞幸咖啡(恒安大厦店) 3721,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0060,EV-CAND-0060,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,国家大剧院,4228,,3 国家大剧院 4228 13 北京石景山游乐园 3704,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0061,EV-CAND-0061,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,在水一方(永顺南街店),3833,,9 在水一方(永顺南街店) 3833 19 三里屯酒吧一条街 3600,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0062,EV-CAND-0062,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,星巴克(首都机场t3停车楼店),3941,,7 星巴克(首都机场t3停车楼店) 3941 17 瑞幸咖啡(尚科店) 3638,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0063,EV-CAND-0063,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,欢乐谷,4320,,2 欢乐谷 4320 12 costa coffee(雍和宫店) 3709,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0064,EV-CAND-0064,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,漫咖啡(通州店),3776,,10 漫咖啡(通州店) 3776 20 朝阳剧场 3592,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0065,EV-CAND-0065,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,瑞幸咖啡(乐成中心店),4126,,4 瑞幸咖啡(乐成中心店) 4126 14 瑞幸咖啡(凯德mall太阳宫店) 3675,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0066,EV-CAND-0066,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,瑞幸咖啡(富顿中心店),3945,,6 瑞幸咖啡(富顿中心店) 3945 16 哈尼ktv 3640,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0067,EV-CAND-0067,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,瑞幸咖啡(恒安大厦店),3721,,1 北京环球度假区 5048 11 瑞幸咖啡(恒安大厦店) 3721,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0068,EV-CAND-0068,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,poi_hot_visit,poi_hot_visit,热门指数,瑞幸咖啡(汇佳大厦店),4054,,5 瑞幸咖啡(汇佳大厦店) 4054 15 汤泉良子(通州店) 3671,high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0069,EV-CAND-0069,TBL-00011,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,15,poi_hot_visit,poi_hot_visit,指数,中科力行健身红馆,3254,,"10,中科力行健身红馆,3254,,20,北二环安定门健身乐园,3075,",high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0070,EV-CAND-0070,TBL-00011,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,15,poi_hot_visit,poi_hot_visit,指数,丰台体育中心,3254,,"1,健龙森体育健身俱乐部,4110,,11,丰台体育中心,3254,",high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
EV-REVIEW-0071,EV-CAND-0071,TBL-00011,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,15,poi_hot_visit,poi_hot_visit,指数,健龙森体育健身俱乐部,4110,,"1,健龙森体育健身俱乐部,4110,,11,丰台体育中心,3254,",high,P1_poi_hot_visit_row_check,needs_pdf_row_check_before_ledger,回查 PDF 表格行，确认 POI 名称、指数、人均消费是否逐格对应；热门到访不等于完整供给。,needs_review
