review_queue_id,table_id,source_file,page,table_index,row_count,column_count,topic_draft,topic_confidence,sampling_priority,evidence_candidate_status,review_gate,output_status,reason_draft,evidence_keywords_draft,sample
TBL-REVIEW-0132,TBL-00132,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,54,1,2,5,poi_hot_visit,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,POI名称与指数排名，疑似POI热度指数榜单,"['POI名称', '指数', '森林公园南码头', '奥林匹克公园']",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 森林公园南码头 / 3560 /  / 奥林匹克公园
TBL-REVIEW-0133,TBL-00133,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,55,1,4,5,poi_hot_visit,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,POI名称与指数排名，疑似POI热度指数榜单,"['POI名称', '指数', '特立·奥森国际体育文化中心', '北京信托b座']",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 特立·奥森国际体育文化中心 / 3932 /  / 奥林匹克公园 | 2 / 北京信托b座 / 3014 /  / 奥林匹克公园
TBL-REVIEW-0135,TBL-00135,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,57,1,2,3,commercial_supply,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,品牌名称与指数排名，可能反映商业品牌供应热度,"['品牌名称', '指数', '罗森']",排序 / 品牌名称 / 指数 | 1 / 罗森 / 2315
TBL-REVIEW-0137,TBL-00137,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,59,1,2,3,commercial_supply,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,品牌名称与指数排名，可能反映商业品牌供应热度,"['品牌名称', '指数', '漫咖啡']",排序 / 品牌名称 / 指数 | 1 / 漫咖啡 / 2847
TBL-REVIEW-0194,TBL-00194,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,1,11,2,visitor_flow,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,活跃商圈人群覆盖度反映访客来自哪些商圈，属于客流来源分析,"['活跃商圈v2', '人群覆盖度']",活跃商圈v2 / 人群覆盖度 | 回龙观-北京市 / 8.02% | 奥林匹克公园-北京市 / 7.69%
TBL-REVIEW-0198,TBL-00198,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,120,1,6,4,consumption_spending,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示全国消费水平分层及TGI，可视为消费支出分级,"['全国消费水平', '占比', '北京市大盘', 'TGI', '高', '次高']",全国消费水平v2 / 占比 / 北京市大盘 / TGI | 高 / 70.44% / 59.53% / 118 | 次高 / 17.54% / 36.43% / 48
TBL-REVIEW-0199,TBL-00199,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,121,1,10,4,consumption_spending,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示酒店消费水平区间及TGI，属于酒店消费支出细分,"['酒店消费水平', '占比', '北京市大盘', 'TGI', '301-450元', '451-600元']",酒店消费水平 / 占比 / 北京市大盘 / TGI | 301-450元 / 24.17% / 25.58% / 94 | 451-600元 / 22.43% / 18.87% / 118
TBL-REVIEW-0200,TBL-00200,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,122,1,8,4,consumption_spending,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示餐饮消费水平及TGI，直接反映餐饮支出分层,"['餐饮消费水平', '占比', '北京市大盘', 'TGI', '51-100元', '101-150元']",餐饮消费水平 / 占比 / 北京市大盘 / TGI | 51-100元 / 48.49% / 48.66% / 99 | 101-150元 / 31.10% / 24.53% / 126
TBL-REVIEW-0201,TBL-00201,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,123,1,7,4,consumption_spending,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示餐饮消费频次及TGI，属于消费行为频次,"['餐饮消费频次', '占比', '北京市大盘', 'TGI', '11次及以上', '1-2次']",餐饮消费频次 / 占比 / 北京市大盘 / TGI | 11次及以上 / 35.10% / 19.52% / 179 | 1-2次 / 25.96% / 42.20% / 61
TBL-REVIEW-0202,TBL-00202,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,124,1,7,4,visitor_flow,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示商场到店频次及TGI，反映访客到访频率,"['商场到店频次', '占比', '北京市大盘', 'TGI', '1-2次', '3-4次']",商场到店频次 / 占比 / 北京市大盘 / TGI | 1-2次 / 48.30% / 61.47% / 78 | 3-4次 / 22.20% / 19.05% / 116
TBL-REVIEW-0213,TBL-00213,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,1,7,4,visitor_flow,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示商场到店频次占比及TGI，反映客流访问频率。,"['商场到店频次', '占比', 'TGI', '1-2次', '3-4次']",商场到店频次 / 占比 / 北京市大盘 / TGI | 1-2次 / 50.99% / 61.47% / 82 | 3-4次 / 22.77% / 19.05% / 119
TBL-REVIEW-0215,TBL-00215,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,137,1,10,4,consumption_spending,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示酒店消费水平区间占比及TGI，属于消费支出分析。,"['酒店消费水平', '占比', 'TGI', '301-450元', '451-600元']",酒店消费水平 / 占比 / 北京市大盘 / TGI | 301-450元 / 21.19% / 25.58% / 82 | 451-600元 / 20.60% / 18.87% / 109
TBL-REVIEW-0216,TBL-00216,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,138,1,6,4,consumption_spending,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示全国消费水平等级占比及TGI，属于消费支出分层。,"['全国消费水平', '占比', 'TGI', '高', '次高']",全国消费水平v2 / 占比 / 北京市大盘 / TGI | 高 / 80.47% / 59.53% / 135 | 次高 / 17.71% / 36.43% / 48
TBL-REVIEW-0217,TBL-00217,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,1,6,4,consumption_spending,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示城市消费水平等级占比及TGI，属于消费支出分层。,"['城市消费水平', '占比', 'TGI', '中', '次高']",城市消费水平v2 / 占比 / 北京市大盘 / TGI | 中 / 39.38% / 37.47% / 105 | 次高 / 30.57% / 22.54% / 135
TBL-REVIEW-0218,TBL-00218,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,1,7,4,consumption_spending,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示餐饮消费频次占比及TGI，反映餐饮消费支出行为。,"['餐饮消费频次', '占比', 'TGI', '1-2次', '11次及以上']",餐饮消费频次 / 占比 / 北京市大盘 / TGI | 1-2次 / 36.08% / 42.20% / 85 | 11次及以上 / 25.30% / 19.52% / 129
TBL-REVIEW-0003,TBL-00003,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,7,1,11,6,origin_residence_work,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格同时列出了工作地和居住地的排名与占比，明确反映来源地-居住地-工作地信息。,"工作地, 居住地, 排名, 占比",排名 / 工作地名称 / 占比 / 排名 / 居住地名称 / 占比 | 1 / 北京东光实业总公司 / 39.45% / 1 / 环湖小镇西区 / 4.379% | 2 / 通州区出入境检验检疫局 / 14.679% / 2 / 北许场新村 / 4.096%
TBL-REVIEW-0004,TBL-00004,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,8,1,11,6,origin_residence_work,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示工作地名称及占比、居住地名称及占比的交叉排名，属于典型的职住来源地数据。,"工作地, 居住地, 排名, 占比",排名 / 工作地名称 / 占比 / 排名 / 居住地名称 / 占比 | 1 / 北京通州万达广场 / 1.215% / 1 / 环湖小镇西区 / 0.603% | 2 / 华远好天地(北京铭悦) / 0.979% / 2 / 京贸国际城 / 0.544%
TBL-REVIEW-0031,TBL-00031,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,35,1,11,4,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,展示职业细分、占比及与北京市大盘对比的TGI，属于典型人口特征画像。,"职业细分, 占比, 北京市大盘, TGI",职业细分 / 占比 / 北京市大盘 / TGI | 网络销售/运营/服务 / 11.83% / 11.70% / 101 | 软件工程师 / 10.48% / 12.14% / 86
TBL-REVIEW-0032,TBL-00032,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,36,1,3,4,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,展示性别占比及与北京市大盘对比的TGI，属于人口特征画像。,"性别, 占比, 北京市大盘, TGI",性别 / 占比 / 北京市大盘 / TGI | 男 / 61.71% / 56.68% / 108 | 女 / 38.29% / 43.32% / 88
TBL-REVIEW-0033,TBL-00033,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,37,1,11,4,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,展示所在行业占比及与北京市大盘对比的TGI，属于人口特征画像。,"所在行业, 占比, 北京市大盘, TGI",所在行业 / 占比 / 北京市大盘 / TGI | 建筑地产 / 10.27% / 6.46% / 159 | IT互联网 / 8.51% / 8.81% / 96
TBL-REVIEW-0034,TBL-00034,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,38,1,6,4,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,展示人生阶段占比及与北京市大盘对比的TGI，属于人口特征画像。,"人生阶段, 占比, 北京市大盘, TGI",人生阶段 / 占比 / 北京市大盘 / TGI | 上班族 / 63.90% / 39.86% / 160 | 自由职业 / 23.36% / 37.11% / 62
TBL-REVIEW-0035,TBL-00035,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,39,1,9,4,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示年龄分布及TGI，属于客群人口属性画像。,"['年龄', '占比', 'TGI']",年龄 / 占比 / 北京市大盘 / TGI | 31-35 / 24.71% / 17.29% / 142 | 36-40 / 18.25% / 11.46% / 159
TBL-REVIEW-0036,TBL-00036,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,40,1,8,4,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示学历分布及TGI，属于客群人口属性画像。,"['学历', '占比', 'TGI']",学历 / 占比 / 北京市大盘 / TGI | 本科 / 49.04% / 46.60% / 105 | 初中 / 15.27% / 16.88% / 90
TBL-REVIEW-0037,TBL-00037,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,41,1,8,4,origin_residence_work,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格为职住距离分布，反映居住与工作地关系，属于来源地/职住维度。,"['职住距离', '占比', 'TGI']",职住距离 / 占比 / 北京市大盘 / TGI | 1公里内 / 18.87% / 25.29% / 74 | 1-3公里 / 17.71% / 18.57% / 95
TBL-REVIEW-0038,TBL-00038,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,42,1,4,4,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示婚育状态及TGI，属于客群人口属性画像。,"['婚育状态', '占比', 'TGI']",婚育状态 / 占比 / 北京市大盘 / TGI | 已育 / 69.49% / 49.17% / 141 | 未婚 / 28.51% / 48.50% / 58
TBL-REVIEW-0039,TBL-00039,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,43,1,11,2,origin_residence_work,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示常驻区县分布，反映客群居住来源，属于来源地维度。,"['常驻区县', '占比']",常驻区县V2 / 占比 | 北京市-北京市-通州区 / 37.38% | 北京市-北京市-朝阳区 / 17.47%
TBL-REVIEW-0041,TBL-00041,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,45,1,11,2,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示客群在读学校分布，属于社会属性画像。,"['在读学校', '占比']",在读学校 / 占比 | 中国人民大学东校区 / 7.91% | 北京工业大学 / 3.57%
TBL-REVIEW-0042,TBL-00042,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,46,1,11,2,origin_residence_work,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示常驻省份分布，反映客群居住来源，属于来源地维度。,"['常驻省份', '占比']",常驻省份 / 占比 | 北京市 / 77.20% | 河北省 / 10.26%
TBL-REVIEW-0043,TBL-00043,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,47,1,11,2,origin_residence_work,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示家乡地占比，反映客群来源城市分布。,"家乡地, 北京市-北京市, 河北省-廊坊市",家乡地V2 / 占比 | 北京市-北京市 / 51.11% | 河北省-廊坊市 / 5.66%
TBL-REVIEW-0044,TBL-00044,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,48,1,11,2,origin_residence_work,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示常驻城市占比，反映客群常住地分布。,"常驻城市, 北京市-北京市, 河北省-廊坊市",常驻城市V2 / 占比 | 北京市-北京市 / 77.20% | 河北省-廊坊市 / 5.87%
TBL-REVIEW-0045,TBL-00045,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,49,1,10,4,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格对比居住社区房价占比与北京市大盘TGI，属于人群住房特征画像。,"居住社区房价, TGI, 40000-59999",居住社区房价 / 占比 / 北京市大盘 / TGI | 40000-59999 / 39.91% / 32.49% / 122 | 20000-39999 / 22.75% / 27.93% / 81
TBL-REVIEW-0047,TBL-00047,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,51,1,11,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示到访4S店品牌人群覆盖度与TGI，体现品牌偏好指数。,"到访4S店品牌, 人群覆盖度, 奔驰, TGI",到访4S店品牌 / 人群覆盖度 / 北京市大盘 / TGI | 奔驰 / 18.82% / 10.26% / 183 | 宝马 / 8.95% / 10.53% / 84
TBL-REVIEW-0048,TBL-00048,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,52,1,4,4,origin_residence_work,medium,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示通勤方式占比与TGI，反映人群出行通勤特征。,"通勤方式, 公交, 自驾, TGI",通勤方式 / 占比 / 北京市大盘 / TGI | 公交 / 60.53% / 55.59% / 108 | 自驾 / 20.22% / 14.74% / 137
TBL-REVIEW-0050,TBL-00050,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,54,1,3,4,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示是否有车占比与TGI，属于人口属性特征。,"是否有车, 占比, 北京市大盘, TGI",是否有车v2 / 占比 / 北京市大盘 / TGI | 是 / 76.78% / 52.98% / 144 | 否 / 23.22% / 47.02% / 49
TBL-REVIEW-0051,TBL-00051,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,55,1,7,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示餐饮消费频次的占比与TGI指数，反映客群消费频次偏好。,"['餐饮消费频次', '占比', 'TGI']",餐饮消费频次 / 占比 / 北京市大盘 / TGI | 1-2次 / 53.41% / 67.94% / 78 | 11次及以上 / 17.68% / 7.15% / 247
TBL-REVIEW-0052,TBL-00052,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,56,1,6,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示城市消费水平分层的占比与TGI指数，反映消费水平偏好。,"['城市消费水平v2', '占比', 'TGI']",城市消费水平v2 / 占比 / 北京市大盘 / TGI | 中 / 41.41% / 40.69% / 101 | 次高 / 22.41% / 20.11% / 111
TBL-REVIEW-0053,TBL-00053,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,57,1,11,4,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示居住社区房价细分占比与TGI，属于人口画像中的房产特征。,"['居住社区房价细分', '占比', 'TGI']",居住社区房价细分 / 占比 / 北京市大盘 / TGI | 40000-49999 / 26.11% / 18.31% / 142 | 50000-59999 / 13.80% / 14.16% / 97
TBL-REVIEW-0056,TBL-00056,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,60,1,7,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示商场到店频次的占比与TGI，反映客群到访偏好。,"['商场到店频次', '占比', 'TGI']",商场到店频次 / 占比 / 北京市大盘 / TGI | 1-2次 / 56.60% / 65.95% / 85 | 3-4次 / 19.49% / 18.10% / 107
TBL-REVIEW-0057,TBL-00057,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,61,1,6,4,demographic_profile,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示居住社区房价等级的占比与TGI，属于人口画像中的住房水平。,"['居住社区房价等级', '占比', 'TGI']",居住社区房价等级 / 占比 / 北京市大盘 / TGI | 中 / 51.35% / 41.10% / 124 | 次低 / 15.04% / 20.38% / 73
TBL-REVIEW-0059,TBL-00059,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,63,1,3,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示出国游占比、北京市大盘及TGI指数，反映偏好强度。,"TGI, 占比, 大盘, 出国游",出国游 / 占比 / 北京市大盘 / TGI | 否 / 95.75% / 96.64% / 99 | 是 / 4.25% / 3.36% / 126
TBL-REVIEW-0060,TBL-00060,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,64,1,5,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示旅游距离占比、大盘及TGI，体现不同距离偏好。,"TGI, 占比, 大盘, 旅游距离, 长途",旅游距离 / 占比 / 北京市大盘 / TGI | 长途 / 29.00% / 18.95% / 153 | 无出游 / 28.86% / 53.22% / 54
TBL-REVIEW-0061,TBL-00061,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,65,1,3,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示差旅常客占比、大盘及TGI，属于出行特征偏好。,"TGI, 占比, 大盘, 差旅常客",差旅常客 / 占比 / 北京市大盘 / TGI | 否 / 90.73% / 94.98% / 95 | 是 / 9.27% / 5.02% / 184
TBL-REVIEW-0062,TBL-00062,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,66,1,6,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示酒店宾馆人群覆盖度、大盘及TGI，反映住宿偏好。,"TGI, 人群覆盖度, 大盘, 星级酒店, 经济型酒店",酒店宾馆 / 人群覆盖度 / 北京市大盘 / TGI | 星级酒店 / 26.12% / 16.85% / 155 | 经济型酒店 / 15.84% / 9.50% / 166
TBL-REVIEW-0063,TBL-00063,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,67,1,11,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示医疗保健设施人群覆盖度、大盘及TGI，属于生活服务偏好。,"TGI, 人群覆盖度, 大盘, 综合医院, 药房药店",医疗保健 / 人群覆盖度 / 北京市大盘 / TGI | 综合医院 / 33.08% / 23.29% / 142 | 药房药店 / 4.00% / 1.39% / 287
TBL-REVIEW-0064,TBL-00064,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,68,1,11,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示运动健身场所覆盖度、大盘及TGI，反映运动偏好。,"TGI, 人群覆盖度, 大盘, 高尔夫场, 健身中心",运动健身 / 人群覆盖度 / 北京市大盘 / TGI | 高尔夫场 / 9.28% / 3.96% / 234 | 健身中心 / 6.11% / 2.38% / 256
TBL-REVIEW-0065,TBL-00065,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,69,1,11,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示旅游景点覆盖度、大盘及TGI，体现景点偏好。,"TGI, 人群覆盖度, 大盘, 公园, 风景名胜",旅游景点 / 人群覆盖度 / 北京市大盘 / TGI | 公园 / 29.66% / 14.55% / 203 | 风景名胜 / 16.23% / 8.02% / 202
TBL-REVIEW-0066,TBL-00066,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,70,1,11,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示美食类型覆盖度、大盘及TGI，反映餐饮偏好。,"TGI, 人群覆盖度, 大盘, 小吃快餐, 火锅",美食 / 人群覆盖度 / 北京市大盘 / TGI | 小吃快餐 / 10.45% / 4.67% / 223 | 火锅 / 5.29% / 2.11% / 250
TBL-REVIEW-0067,TBL-00067,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,71,1,7,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,样本包含汽车相关类别的人群覆盖度、北京市大盘和TGI指数，属于TGI偏好分析。,汽车 / 人群覆盖度 / 北京市大盘 / TGI,汽车 / 人群覆盖度 / 北京市大盘 / TGI | 汽车销售 / 19.57% / 8.73% / 224 | 汽车维修 / 12.59% / 4.85% / 259
TBL-REVIEW-0068,TBL-00068,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,72,1,11,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,样本显示娱乐休闲细分类别的人群覆盖度、大盘值和TGI，典型TGI偏好分析。,娱乐休闲 / 人群覆盖度 / 北京市大盘 / TGI,娱乐休闲 / 人群覆盖度 / 北京市大盘 / TGI | 洗浴推拿足疗 / 9.92% / 4.27% / 232 | 户外活动:游乐场 / 3.31% / 1.20% / 276
TBL-REVIEW-0069,TBL-00069,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,73,1,8,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,样本列出教育学校相关类别的人群覆盖度、大盘和TGI，属于TGI偏好。,教育学校 / 人群覆盖度 / 北京市大盘 / TGI,教育学校 / 人群覆盖度 / 北京市大盘 / TGI | 大学 / 19.39% / 14.40% / 134 | 培训 / 10.15% / 4.63% / 219
TBL-REVIEW-0070,TBL-00070,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,74,1,11,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,样本为到访偏好大类的人群覆盖度、大盘和TGI，符合TGI偏好分析特征。,到访偏好大类 / 人群覆盖度 / 北京市大盘 / TGI,到访偏好大类 / 人群覆盖度 / 北京市大盘 / TGI | 购物 / 82.66% / 65.74% / 125 | 房产（楼宇类型） / 74.31% / 62.14% / 119
TBL-REVIEW-0071,TBL-00071,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,75,1,3,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,样本涉及基础设施类别的人群覆盖度、大盘和TGI，属于TGI偏好。,基础设施 / 人群覆盖度 / 北京市大盘 / TGI,基础设施 / 人群覆盖度 / 北京市大盘 / TGI | 交通设施 飞机场 / 19.48% / 12.32% / 158 | 交通设施 火车站 / 17.99% / 14.09% / 127
TBL-REVIEW-0072,TBL-00072,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,76,1,5,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,样本展示健康相关人群覆盖度、大盘和TGI，是TGI偏好分析。,健康 / 人群覆盖度 / 北京市大盘 / TGI,健康 / 人群覆盖度 / 北京市大盘 / TGI | 医疗用药 / 20.59% / 16.81% / 122 | 运动健身 / 13.48% / 12.38% / 108
TBL-REVIEW-0073,TBL-00073,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,77,1,11,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,样本列出APP偏好大类的人群覆盖度、大盘和TGI，属于TGI偏好。,APP偏好大类 / 人群覆盖度 / 北京市大盘 / TGI,APP偏好大类 / 人群覆盖度 / 北京市大盘 / TGI | 社交 / 95.40% / 95.18% / 100 | 购物 / 94.29% / 93.09% / 101
TBL-REVIEW-0074,TBL-00074,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,78,1,6,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,样本包含旅游相关类别的人群覆盖度、大盘和TGI，是TGI偏好分析。,旅游 / 人群覆盖度 / 北京市大盘 / TGI,旅游 / 人群覆盖度 / 北京市大盘 / TGI | 户外游 / 50.01% / 46.85% / 106 | 旅游服务 / 42.65% / 36.23% / 117
TBL-REVIEW-0075,TBL-00075,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,79,1,6,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示视频应用人群覆盖度与北京市大盘对比及TGI指数，属于偏好分析。,"人群覆盖度, TGI, 在线视频",视频 / 人群覆盖度 / 北京市大盘 / TGI | 在线视频 / 88.89% / 86.47% / 102 | 视频制作 / 23.42% / 24.23% / 96
TBL-REVIEW-0076,TBL-00076,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,80,1,11,4,tgi_preference,high,P1_context_or_followup_candidate,context_candidate_needs_sampling,table_sampling,draft,表格展示游戏应用人群覆盖度对比及TGI指数，属于偏好分析。,"人群覆盖度, TGI, 休闲益智",游戏 / 人群覆盖度 / 北京市大盘 / TGI | 休闲益智 / 29.81% / 31.64% / 94 | 好游快爆标签 / 24.46% / 22.29% / 109
